molecula|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|n5aRing|AATSC1pe|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Leadlikeness|Brenk|Veber filter|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
12k_a30|0|0.0|0.0|0|7.412764017000001|2|2|-0.001755273|-0.007818038|5.351858133|-0.029595542|2|-0.13882907|0.0|-0.44562817|0.067265077|1|0.0053380919999999|0.830875659|-0.067714819|0.883029843|0|0.815083558|-0.079026221|-0.098188266|0.340031035|0.024177669|-65.04897323|0.184916442|122.5057244|-43.09444587|10.61148425|0.0|68.37178540000001|0.47195436|2920.279667|2277.687222|-15.44895229|0.291863802|0.893775698|193.3575303|-818.7944715|32.93073182|0.0226150579999999|704.0353382000001|14.9823028|1.0|0.0|1.0|0.0|0.17|17.0|-6.74|2.0|0.0|0.0|31.0|5.0|-6.19|428.51|0.0|0.0|-4.93|3.59e-06|1.19e-05|0.0050799999999999|3.84|0.0|7.87e-05|3.58|-1690.302721|-1690.269144|710.82|1200.31|0.2257|238.62|564.62|0.39318|0.6864899999999999|0.1512|-0.14743|4.9516|-0.19798|0.03357755|-1690.094082|24.0|7.6144|7.6144
6b_a40|0|0.0|0.0|1|8.421342866|1|2|0.135693438|-0.014861289|6.401917197|-0.069975812|0|-0.137534783|0.6899826|-0.698480566|0.0986825569999999|2|-0.004728928|0.842573207|-0.307881994|0.90571269|1|0.753431574|-0.107699967|-0.118488624|0.417254814|0.014588568|-79.36130196|0.246568426|165.1465831|-53.15460718|6.544506614|34.43877986|81.90640622|0.442509019|3214.047452|4049.386572|-22.2507658|0.1218592019999999|0.793750992|81.61884754|-956.7829293|37.83107469|0.011838681|618.8882797|7.929311055|1.0|0.0|1.0|3.36|0.21|14.0|-5.21|2.0|2.0|1.0|31.0|5.0|-5.85|511.42|1.0|0.0|-6.18|3.86e-09|6.55e-07|0.000335|5.03|1.0|0.00318|8.98|-3290.775349|-3290.745084|687.2|1183.07|0.4962|399.62|552.01|0.69429|0.69429|0.4962|-0.1237099999999999|8193.0|-0.21904|0.03026498|-3290.648012|0.03|7.5229|7.5229
10_a32|1|3.294952523|0.0|0|7.765993078999999|0|0|0.153272514|-0.016404762|5.733341277|-0.087497559|0|-0.020186906|2.067772926|-0.771023817|-0.028431775|3|-0.00369116|0.8607827790000001|-0.079818594|0.915639476|1|0.7622839570000001|-0.088310158|-0.1223816869999999|0.266552538|0.02575778|-75.59866726|0.237716043|146.8439966|-46.69945835|9.828875607|52.24660367|70.46302679|0.449853016|2649.882742|2980.525719|-14.85891856|0.305365257|0.81769605|188.6328503|-653.7924168|34.62844557|0.025106509|513.9156315|15.50900878|1.0|0.0|1.0|3.12|0.22|19.0|-6.99|1.0|0.0|1.0|27.0|5.0|-6.44|399.49|1.0|0.0|-4.41|9.17e-07|3.89e-05|0.0155|3.23|0.0|4.13e-05|4.12|-1916.668776|-1916.631761|654.7|1086.09|0.2983|340.24|533.89|0.70228|0.70228|0.2983|-0.15088|2.4919|-0.2052199999999999|0.03701539|-1916.519894|7.0|8.1427|8.1427
7c_a8|0|3.17138259|0.0|1|7.05012252|0|0|-0.244222944|-0.007509694|4.844187086|-0.025233184|1|0.0493777859999999|0.0|-0.382994379|-0.0450662909999999|1|0.004301963|0.740795639|-0.196826366|0.795846675|0|0.848923958|-0.080277893|-0.089778346|0.292274414|0.0306012339999999|-56.2991566|0.151076042|94.73836511|-35.30467154|12.03370912|75.43825735|69.53125754|0.492823119|2716.5013510000003|2162.326414|-13.23925183|0.373097855|0.971698707|233.9661552|-635.4840877|33.67700028|0.032058696|572.8089095|20.10370648|0.0|1.0|1.0|3.1|0.09|23.0|-7.76|1.0|0.0|0.0|30.0|5.0|-6.34|398.41|0.0|0.0|-4.67|1e-05|2.14e-05|0.00851|3.37|0.0|6.91e-06|5.01|-1331.8206369999998|-1331.793312|662.05|1116.53|275.0|269.17|579.97|0.62361|0.70321|0.1779|-0.1318599999999999|12.0073|-0.20658|0.02732536|-1331.625743|18.59|4.7307|4.7307
1e_a5|0|2.953259375|0.0|0|6.605297921|0|0|-0.260066152|-0.001975193|4.59511985|-0.009075016|2|-0.080321049|0.0|-0.084933308|-0.1197834419999999|1|0.007357977|0.771487328|-0.075239398|0.834250802|0|0.8805795|-0.06795194|-0.069725333|0.373935381|0.008587563|-36.22202792|0.1194205|62.03846573|-18.81719677|2.317577542|0.0|39.76196174|0.482579989|2107.092939|827.4861275000001|-7.526878708|0.2526063739999999|0.932665879|131.2279879|-301.0751483|19.38578369|0.0157106539999999|409.0289917|8.161620868|1.0|1.0|1.0|2.17|0.05|23.0|-8.41|0.0|0.0|0.0|24.0|3.0|-5.77|312.37|0.0|1.0|-4.45|5.5700000000000005e-05|3.5600000000000005e-05|0.0111|3.43|0.0|1.21e-06|3.17|-990.6320386|-990.6006645|560.58|935.47|0.5156|261.24|427.87|0.56258|0.51802|0.1355|-0.18105|1916.0|-0.22291|0.0313740589999999|-990.522307|191.0|6719.0|6719.0
17_a47|1|3.011740664|0.0|0|6.605297921|0|0|-0.181485377|-0.003764469|4.59511985|-0.019259259|3|-0.105849578|1.699575434|-0.2032813319999999|0.075303828|1|0.004477366|0.75807704|-0.010871607|0.814790949|1|0.852282407|-0.07185129|-0.082994667|0.522140199|0.01291694|-50.62550618|0.147717593|90.10552332|-30.88080199|4.806157636|0.0|51.70735256|0.46147021|2672.497352|1573.836082|-11.11708872|0.2542482339999999|0.8569074879999999|155.087622|-555.8544359|24.43867122|0.0159160889999999|630.8611986000001|9.708576558|1.0|1.0|1.0|2.39|0.08|27.0|-10.1|2.0|0.0|0.0|30.0|4.0|-5.83|392.46|0.0|0.0|-5.21|3.98e-06|6.11e-06|0.0024|4.03|0.0|3.12e-08|3.07|-1254.985125|-1254.943823|656.78|1127.7|0.4308|289.79|477.67|0.6844100000000001|0.6844100000000001|0.4308|-0.17606|3.4454|-0.22479|0.04130125|-1254.795084|5.0|8.3|8.3
20a_a10|0|0.0|0.0|1|7.535296702|1|1|-0.0774974029999999|-0.0034618129999999|5.4161004020000005|0.049376168|2|-0.035536682|1.896409603|-0.197323337|-0.010695558|1|0.008297595|0.755429696|0.019448804|0.817646497|1|0.913681336|-0.066386563|-0.072821454|0.591835899|0.013618456|-47.37850712|0.086318664|56.1599532|-30.82502228|5.764636687|47.01787447|52.05222074|0.452402751|2998.608651|2021.669282|-11.8557778|0.266548108|0.826159649|173.41938059999998|-616.5004457|24.84485067|0.016540298|719.5272609|10.76131538|1.0|0.0|1.0|3.63|0.11|27.0|-9.44|2.0|0.0|0.0|33.0|5.0|-5.82|429.47|0.0|0.0|-5.59|2.07e-06|2.56e-06|0.0011|4.36|0.0|1.55e-07|3.98|-1389.164302|-1389.1321289999998|696.63|1200.92|0.2738|259.16|524.02|0.50193|0.6864600000000001|107.0|-0.1613099999999999|2.9429|-0.2274199999999999|0.03217287|-1388.957848|1.2|5.9208|5.9208
13b_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.112353041|-0.011016128|5.351858133|-0.118776867|2|-0.035340334|0.0|-0.627919307|0.042845487|1|-0.002215642|0.836520136|-0.0771674659999999|0.892104517|0|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|0.018555474|-76.67161447|0.305898198|206.54056530000005|-51.76819834|8.459192992|105.341977|86.77473353|0.454574838|3002.926824|2319.48655|-19.53516918|0.1997091339999999|0.8334321|134.8423681|-1035.363967|36.15271139|0.017174033|713.7769663|11.59580043|1.0|0.0|0.0|0.0|0.13|17.0|-6.19|1.0|0.0|0.0|32.0|5.0|-7.05|441.51|0.0|0.0|-4.3|9.68e-06|5e-05|0.0221|2.74|0.0|0.000288|4.54|-1744.492044|-1744.446479|721.48|1210.94|0.2783|245.51|544.04|0.32563|0.6862699999999999|0.1415|-0.14879|3.8495|-0.20313|0.0455651|-1744.281763|26.0|7.5901|7.5901
14_a1|0|3.3674017380000003|0.0|0|7.423568444|1|1|0.043282217|-0.015636898|5.351858133|-0.175408303|1|0.1008839219999999|0.0|-0.766207981|-0.029658865|1|-0.008385698|0.7462411859999999|-0.083341531|0.805877431|0|0.593170871|-0.12658238|-0.122581374|0.206941175|0.033047776|-72.59355177|0.406829129|240.9270705|-42.99041175|11.59015807|104.2594419|94.53410059|0.47517581|2678.985809|1876.042189|-16.24082222|0.246642602|0.905399978|146.0634832|-730.8369997000001|36.40268318|0.0243658979999999|513.4628663999999|14.42965582|1.0|1.0|1.0|2.35|0.05|23.0|-7.69|1.0|0.0|0.0|29.0|5.0|-6.73|384.39|0.0|0.0|-4.25|3.03e-05|5.660000000000001e-05|0.0218|2.7|0.0|7.81e-06|4.57|-1292.588129|-1292.55322|621.08|1049.56|0.4442|323.35|464.08|0.6572600000000001|0.69894|0.3497|-0.1336|4.1207|-0.19322|0.03490867|-1292.415211|94.0|7.0269|7.0269
12s_a30|0|0.0|0.0|0|7.412764017000001|2|2|-0.00019297|-0.007621736|5.351858133|-0.095120438|2|-0.0601024909999999|0.0|-0.403952011|-0.035768573|1|-0.001131023|0.83236194|-0.080971844|0.889479916|0|0.706713791|-0.090733404|-0.103647048|0.404041243|0.019324097|-67.11451776|0.2932862089999999|189.9114627|-43.45862792|8.102485674|0.0|71.26547471|0.467381416|2977.11642|2368.4646620000003|-16.8513047|0.209518167|0.877516163|135.66918710000002|-825.7139305|32.92168852|0.017398791|616.2856203|11.26623|1.0|0.0|0.0|0.0|0.14|17.0|-7.16|2.0|0.0|0.0|31.0|6.0|-6.06|434.46|0.0|0.0|-5.17|3.24e-06|6.71e-06|0.00291|4.07|0.0|3e-05|4.32|-1774.236634|-1774.202623|677.35|1140.1|0.2148|245.81|526.07|0.43338|0.68458|0.1576|-0.14985|3.0335|-0.20495|0.03401064|-1774.072418|7.0|8129.0|8129.0
12w_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.063514061|-0.007019432|5.351858133|-0.0316452179999999|2|-0.0999572419999999|0.0|-0.372029919|0.028815747|1|0.001805829|0.83236194|-0.080971844|0.889479916|0|0.8522163970000001|-0.076611264|-0.096032733|0.4274948739999999|0.015446225|-65.85056003|0.147783603|101.3366249|-45.15435649|7.262777048999999|0.0|63.12469722|0.451478593|2999.810425|2783.769563|-17.50883211|0.192202301|0.8230829059999999|131.7949495|-857.9327732|31.60926388|0.014471302|685.6665849999999|9.923109661|1.0|0.0|0.0|0.0|0.14|17.0|-7.8|2.0|0.0|0.0|31.0|4.0|-5.52|467.37|0.0|0.0|-6.04|2.64e-07|9.14e-07|0.0004269999999999|5.12|0.0|7.39e-06|5.08|-2494.966575|-2494.932002|716.83|1211.28|0.2639|244.87|577.06|0.31353|0.68423|0.1614|-0.15073|2.4229|-0.20755|0.0345723|-2494.807027|15.0|7821.0|7821.0
26_a20|0|0.0|0.0|1|6.842683282|0|0|-0.000846851|-0.00578453|4.727387819|-0.104520106|2|0.1516835819999999|2.01129617|-0.3297182369999999|-0.054222344|1|0.003149352|0.7541508029999999|-0.055150498|0.8096894440000001|1|0.79337253|-0.0862808009999999|-0.082729415|0.423153994|0.012753218|-55.81998701|0.20662747|139.417676|-37.66339899|5.806030949|80.47551422|66.82118688|0.472355054|2825.254798|2534.075607|-14.92323356|0.215111274|0.8952138340000001|145.1419493|-790.9313788|28.17896678|0.014879363|712.1606951|10.03954725|1.0|1.0|1.0|3.07|0.08|27.0|-9.18|2.0|0.0|0.0|32.0|4.0|-6.28|419.48|0.0|0.0|-5.02|7.27e-06|9.51e-06|0.00399|3.63|0.0|2.780000000000001e-07|4.97|-1352.315376|-1352.277633|715.27|1211.34|0.2081|256.05|543.96|0.50878|0.68167|0.0814|-0.16129|3.8173|-0.21226|0.03774288|-1352.098465|131.0|6.8827|6.8827
17_a12|0|0.0|0.0|0|6.823286122000001|1|1|0.132275232|-0.00864055|4.727387819|-0.058347964|3|-0.210594127|0.0|-0.38018419|-0.072956553|1|-0.000651751|0.8198617429999999|-0.11976662|0.87653892|0|0.858119365|-0.069570363|-0.096209886|0.318309599|0.011226177|-50.13411606|0.141880635|73.93273708|-26.12444199|3.048310481|0.0|42.10235809|0.466056241|2246.161353|1470.257187|-9.557722681|0.213298781|0.8728564259999999|111.1480977|-391.8666299|23.31475957|0.015049295|431.5987143|7.842053909|1.0|1.0|1.0|2.97|0.17|17.0|-7.16|0.0|0.0|0.0|24.0|4.0|-6.07|333.41|0.0|1.0|-4.24|3.1e-05|5.7100000000000006e-05|0.0191|3.19|0.0|2.32e-05|2.87|-1366.804178|-1366.776169|560.09|933.62|0.2213|281.69|419.49|0.39539|0.62783|148.0|-0.15459|2128.0|-0.21781|0.02800938|-1366.689546|16.0|7.7959|7.7959
16_a20|0|3.485659565|0.0|0|6.842683282|0|0|-0.014660441|-0.004705049|4.727387819|0.00695144|2|0.126359252|2.013871268|-0.254072625|-0.061975089|1|0.001157852|0.7478675859999999|-0.10978034|0.809440795|1|0.915005572|-0.066137353|-0.077793092|0.382481746|0.011604018|-51.18223058|0.084994428|55.92018945|-33.67420774|5.023018225|3.46788153|51.14820251|0.464473378|2722.728332|2161.751186|-12.79619894|0.219891897|0.8673208|144.672972|-639.8099471|24.9314775|0.013439632|664.4562602999999|8.84230625|0.0|1.0|1.0|3.13|0.08|27.0|-10.52|2.0|0.0|0.0|31.0|4.0|-5.42|401.46|0.0|0.0|-5.66|8.68e-07|2.17e-06|0.0008699999999999|4.69|0.0|1.22e-08|4.45|-1275.900951|-1275.8670960000002|686.59|1174.61|0.3431|207.2|554.41|0.32553|0.69524|0.1958|-0.1481299999999999|4.7315|-0.20722|0.03385502|-1275.6960869999998|26.0|7585.0|7585.0
4n_a46|0|0.0|0.126268818|1|7.825245291|1|1|-0.061148449|-0.004696854|5.587248657999999|-0.036492128|0|-0.2264394139999999|0.0|-0.234842682|-0.144852516|1|0.0042595609999999|0.722331115|-0.088858764|0.7681452190000001|0|0.903145407|-0.103381106|-0.085838139|0.371438024|0.008424451|-47.16810275|0.096854593|53.22165035|-25.91889741|2.543769935|0.0|61.43721285|0.428896538|2195.786424|2116.313581|-9.374920341|0.136796337|0.750996215|75.1696593|-440.621256|19.76451658|0.0077084869999999|525.8291956999999|4.235817757|1.0|0.0|1.0|2.84|0.27|17.0|-6.67|1.0|0.0|0.0|26.0|3.0|-5.26|343.42|0.0|1.0|-5.1|3.75e-06|7.95e-06|0.00273|4.41|0.0|7.340000000000001e-05|4.57|-1090.343872|-1090.302556|578.83|1011.66|253.0|215.82|502.02|0.41625|0.7025|0.0711|-0.16641|6.2318|-0.20685|0.04131598|-1090.151267|5194.0|5.2845|5.2845
14_a47|1|2.871076328|0.0|0|6.605297921|0|0|-0.126490693|-0.006070958|4.59511985|-0.136491228|2|0.017068634|1.484493371|-0.2306964|-0.01670074|1|-0.006335783|0.777675668|0.050943962|0.8467634620000001|1|0.681598464|-0.093553938|-0.094132436|0.2662137639999999|0.020106089|-47.47362906|0.318401536|160.57883|-23.9422834|5.113919242|0.0|57.32194098|0.474828277|2254.664317|670.2518865000001|-8.892848121|0.335290281|0.904139078|169.0962983|-311.2496842|26.52746264|0.028057496|310.8026328|14.15018248|1.0|1.0|1.0|1.53|0.0|21.0|-7.79|0.0|0.0|0.0|24.0|5.0|-6.21|323.3|0.0|1.0|-4.13|0.000108|7.46e-05|0.0241|2.91|0.0|5.27e-06|2.64|-1127.737484|-1127.700693|519.55|849.76|0.2452|312.53|375.43|0.68345|0.68345|0.2452|-0.16377|2.2485|-0.22434|0.03679054|-1127.6593779999998|8.0|8.1|8.1
19e_a38|0|3.376977671|0.0|0|7.412764017000001|2|2|-0.082311936|-0.007550899|5.351858133|-0.10490608|2|0.021678225|0.0|-0.4379521229999999|-0.104569193|1|0.000347207|0.839953955|-0.064035403|0.89459881|0|0.776562593|-0.083623427|-0.10214405|0.552393659|0.02118651|-68.82539051|0.223437407|150.553721|-46.37503972|9.619015829|16.39385667|70.62168376|0.4655978389999999|2920.436229|3426.997928|-17.17594064|0.250809026|0.871249918|168.99691289999998|-927.5007945|34.02454948|0.020114756|696.3887025|13.55346651|1.0|0.0|1.0|3.08|0.12|17.0|-7.28|2.0|0.0|0.0|32.0|4.0|-6.39|427.48|0.0|0.0|-4.72|1.15e-05|1.89e-05|0.00807|3.55|0.0|2.25e-05|4.08|-1409.582478|-1409.547647|685.34|1183.12|0.3948|236.96|532.67|0.41961|0.58509|0.3738|-0.15584|5.8426|-0.20723|0.03483011|-1409.37733|0.01|8.0083|8.0083
3b_a49|0|0.0|0.0|1|7.535296702|1|1|-0.003115526|-0.0057605869999999|5.4161004020000005|-0.055724324|2|-0.090939066|1.844602991|-0.322592863|-0.010613212|1|0.001356445|0.794997634|0.006213385|0.845992028|1|0.749104358|-0.0883601469999999|-0.0846496|0.482434361|0.013576151|-51.77986692|0.250895642|153.4719941|-31.67356498|5.07982433|81.60358988|62.35407961|0.477583842|2660.339607|1796.6760370000002|-10.35481932|0.3431340539999999|0.914182753|209.89391040000004|-538.4506046|25.77091035|0.021477952|641.1445234|13.13798859|1.0|1.0|1.0|2.43|0.22|21.0|-7.58|1.0|0.0|0.0|30.0|5.0|-7.42|398.46|0.0|0.0|-3.59|0.000293|0.000256|102.0|1.84|0.0|1.05e-05|3.4|-1293.3286859999998|-1293.291817|664.15|1132.92|0.1978|265.67|480.08|0.5798|0.6632|0.0759|-0.1587|3.0055|-0.21985|0.0368692|-1293.106236|25.0|7.6021|7.6021
12d_a40|0|0.0|0.0|1|7.515889085|0|0|0.1028826769999999|-0.008004393|5.4161004020000005|-0.107711573|0|0.209157499|0.794852923|-0.288158151|0.087954209|2|-0.002126898|0.7769829840000001|-0.254735308|0.845904643|1|0.840431415|-0.095675903|-0.091630294|0.0913543|0.01171131|-48.54239742|0.159568585|84.53363343|-25.71599691|3.286773518|60.80168183|56.88984065|0.470893531|2270.596857|643.5166227999999|-10.90981687|0.155716451|0.8899787840000001|82.49291335|-360.0239567|24.39197636|0.01245259|350.9435025|6.596929268999999|1.0|0.0|1.0|2.94|0.0|20.0|-6.84|2.0|1.0|0.0|23.0|2.0|-5.13|361.25|0.0|0.0|-5.58|5.58e-07|2.61e-06|0.000942|4.75|0.0|5.2e-05|4.14|-2153.197255|-2153.180821|552.57|910.58|0.2584|282.05|435.41|0.55983|0.70435|115.0|-0.11604|1.2683|-0.19369|0.0164339|-2153.123107|19.0|7.7212|7.7212
19_a31|0|3.2411335510000003|0.0|0|7.401841579|0|0|0.062492295|-0.01001901|5.351858133|-0.086654127|0|-0.044625452|0.0|-0.46087445|-0.040386271|2|-0.0038998559999999|0.8558149140000001|-0.138769819|0.902130276|0|0.7312647940000001|-0.0909201569999999|-0.113333675|0.279690511|0.014675044|-66.3863707|0.268735206|157.414423|-38.88650245|5.035230173|67.42915967|61.85348014|0.446100738|2265.6917350000003|1992.2502|-12.37297805|0.223788196|0.805382437|131.0862475|-544.4110343|27.21285095|0.0152483439999999|460.3754405|8.931875058|1.0|1.0|1.0|2.62|0.28|16.0|-7.39|1.0|0.0|0.0|25.0|4.0|-6.41|358.43|0.0|0.0|-3.92|2.14e-05|0.0001199999999999|0.0431|2.93|0.0|1.46e-05|5.24|-1489.532192|-1489.4951640000002|625.93|1028.58|0.3205|246.28|537.66|0.5385300000000001|0.7005600000000001|0.2271|-0.16367|1.7076|-0.20675|0.03702801|-1489.382077|1.8|5.7447|5.7447
8d_a12|1|2.976279182|0.0|0|6.580639137|1|1|0.057525383|-0.0076893469999999|4.59511985|-0.048642535|2|0.0276482139999999|2.075171777|-0.376778003|-0.065870394|1|0.001575111|0.751098108|-0.080872311|0.8078610759999999|1|0.858710112|-0.077834742|-0.103548595|0.266886187|0.011348654|-57.57034769|0.141289888|78.55353315|-32.00762818|3.507952014|0.0|49.58366734|0.465113852|2466.513191|1288.818257|-12.09177064|0.166136296|0.8695567329999999|92.36749461|-544.129679|26.08195789|0.012525773|503.2240425|6.964006932|1.0|1.0|1.0|2.23|0.1|21.0|-8.37|2.0|0.0|0.0|27.0|4.0|-5.96|352.39|0.0|1.0|-4.61|2.64e-05|2.43e-05|0.0085799999999999|3.51|0.0|1.49e-06|3.53|-1138.296407|-1138.256361|600.2|1007.85|0.2871|292.53|433.32|0.6661|0.4997399999999999|0.0853|-0.15306|2.1281|-0.20794|0.04004678|-1138.139635|25.0|7.6021|7.6021
13_a47|1|2.920663104|0.0|0|6.605297921|0|0|-0.174238791|-0.0049262279999999|4.59511985|-0.0777650159999999|2|-0.047120094|1.5940801480000002|-0.20197533|0.003874205|1|-0.000211465|0.794037882|0.065869272|0.8582665429999999|1|0.781675563|-0.081148294|-0.088128939|0.244975411|0.017736598|-45.39284663|0.2183244369999999|112.453046|-23.38063458|4.705524762|0.0|50.9329486|0.472007922|2190.316257|669.2729199|-8.613918003|0.311738758|0.8939678120000001|160.5682509|-327.3288841|24.29844849|0.023284817|359.12161539999994|11.99338291|1.0|1.0|1.0|1.75|0.06|21.0|-7.9|0.0|0.0|0.0|24.0|4.0|-6.0|319.34|0.0|1.0|-4.27|5.79e-05|5.41e-05|0.0173|3.17|0.0|4.04e-06|2.7|-1067.820961|-1067.78457|542.62|895.21|0.3382|307.63|404.73|0.67466|0.67466|0.3382|-166.0|3.5455|-0.22065|0.03639189|-1067.71601|16.0|7.8|7.8
12a_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.033691224|-0.006711725|5.351858133|-0.02919335|2|-0.096804291|0.0|-0.3557214489999999|0.009586623|1|0.005458948|0.7885597609999999|-0.171895425|0.842671963|0|0.836214716|-0.07699057|-0.097138462|0.337975309|0.016292604|-60.22802588|0.163785284|101.5505506|-37.34272719|6.263330101|0.0|57.83766054|0.469799116|2722.217443|2256.680391|-14.47983299|0.194809798|0.88607758|120.786445|-709.5118166|29.00398472|0.014884556|620.9195447000001|9.228758655|1.0|0.0|0.0|0.0|0.14|17.0|-6.64|2.0|0.0|0.0|29.0|4.0|-5.98|398.48|0.0|0.0|-4.85|5.23e-06|1.4e-05|0.0056|3.87|0.0|9.21e-05|3.82|-1575.7783980000002|-1575.745502|668.81|1122.01|0.1866|245.76|507.17|0.35338|0.68599|0.1511|-0.1481|4.1875|-0.19994|0.03289568|-1575.597759|11.0|7.9469|7.9469
19_a47|1|0.0|0.0|1|6.842683282|0|0|-0.038804671|-0.00973456|4.727387819|-0.227538423|2|0.027033021|1.174354482|-0.4380552029999999|-0.064557784|1|-0.010153352|0.823945134|0.095841135|0.8873627890000001|1|0.639642891|-0.105205489|-0.104459947|0.270767873|0.026805875|-57.87554797|0.360357109|199.6541807|-32.06567824|8.228498913|66.13355777|73.14028211|0.463378097|2612.978054|1238.799875|-11.45202794|0.362167395|0.8635094740000001|200.6571609|-480.9851737|32.40636867|0.03295186|428.5826478|18.25682461|0.0|1.0|1.0|1.72|0.05|21.0|-6.92|1.0|0.0|0.0|28.0|6.0|-7.22|380.35|0.0|0.0|-3.66|0.000214|0.000217|0.0824|1.97|0.0|4.59e-05|3.51|-1335.75742|-1335.725639|571.23|974.59|0.3243|322.68|412.31|0.68924|0.68924|0.3243|-0.15845|5.1151|-0.2117099999999999|0.03178118|-1335.634976|0.05|7.3|7.3
8b_a32|1|3.419952523|0.0|0|7.765993078999999|0|0|0.113639567|-0.009362305|5.733341277|-0.057200812|0|-0.008128765|2.123714284|-0.458752924|-0.024375676|3|-0.001662219|0.845443342|-0.1152380009999999|0.8966299409999999|1|0.788218098|-0.0850068559999999|-0.108971309|0.253018806|0.016711528|-68.4085006|0.211781902|132.9495116|-42.94454179|6.585851946|68.21751748|63.85535908|0.458155153|2573.703546|2275.886421|-12.13650094|0.330850796|0.845546757|207.6969342|-558.2790432999999|28.89166873|0.021225152|557.1050635|13.32443194|1.0|1.0|1.0|3.04|0.26|19.0|-7.65|1.0|0.0|1.0|27.0|4.0|-6.44|397.52|1.0|0.0|-4.39|1.47e-06|4.06e-05|0.0161|3.22|0.0|8.86e-06|4.22|-1880.77142|-1880.735397|671.54|1114.24|0.2943|349.82|558.16|0.70285|0.70285|0.2943|-0.14717|846.0|-0.20121|0.03602276|-1880.602014|12.0|7.9208|7.9208
12j_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.04148877|-0.006336585|5.351858133|-0.033312179|2|-0.02473642|0.0|-0.354848778|0.0074730759999999|1|0.005965451|0.795446883|-0.130412856|0.846470093|0|0.842199041|-0.073909106|-0.094132698|0.328405591|0.015613498|-60.832977500000005|0.157800959|101.9784021|-39.31313154|6.520746879|0.0|57.85371764|0.476658597|2784.7999170000003|2258.891981|-15.12043521|0.1865388989999999|0.91079856|120.550211|-786.2626307999999|28.76265258|0.01349128|686.039456|8.71869951|1.0|0.0|0.0|0.0|0.17|17.0|-7.01|2.0|0.0|0.0|30.0|4.0|-5.81|412.51|0.0|0.0|-5.15|2.21e-06|7.05e-06|0.00291|4.23|0.0|4.02e-05|4.14|-1615.096172|-1615.064152|695.8|1175.75|0.2163|238.56|549.64|0.3087|0.68625|0.1516|-0.14772|4.6727|-0.1987799999999999|0.03201935|-1614.894278|9.0|8058.0|8058.0
8c_a31|0|3.435435563|0.0|0|7.765993078999999|1|1|-0.012583838|-0.01275867|5.733341277|-0.104377029|0|-0.106461724|0.0|-0.574140137|-0.1903992189999999|2|-0.004832959|0.847752299|-0.1759864119999999|0.896193695|0|0.626072761|-0.1170607269999999|-0.128067781|0.280934088|0.029669107|-70.64275621|0.3739272389999999|206.2599245|-38.96685783|9.027343766|477.2277896000001|80.93682766|0.47508938|2251.08563|1678.6836239999998|-12.06117028|0.27691747|0.90508624|152.7489054|-506.5691518|30.23944586|0.021986076|423.1367008|12.12761708|1.0|1.0|1.0|2.9|0.29|16.0|-6.13|0.0|0.0|0.0|24.0|5.0|-6.7|342.42|0.0|0.0|-3.63|3.79e-05|0.000237|0.0811|2.38|0.0|0.0002549999999999|1.83|-1426.166503|-1426.129055|595.67|981.89|0.2597|322.11|475.72|0.7005|0.7005|0.2597|-0.15985|3.3453|-0.19207|0.03744829|-1426.024361|0.81|6.0915|6.0915
