molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|MATS7i|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|MATS1i|AATSC1i|GATS1are|BIC2|SIC2|GATS1pe|nFaHRing|FNSA3|PBF|FPSA3|PNSA5|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA2|Mor01p|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
17b_a6|0.0|1|0|0|0.0|0|7.412764017000001|1|1|1.425925343|0.0|-0.01272079|5.351858133|-0.0265090529999999|0.139594234|-0.6869226490000001|10.949638|-0.0791229359999999|1|-0.10896749|-0.180339002|0.850080948|0.7788169070000001|0.8370824240000001|0.8013954109999999|0|-0.095450984|0.318652397|0.03122461|-71.65078895|0.246050902|161.4509401|-0.041494349|13.44399246|0.7706671740000001|-2.074717455|84.71888279|0.4548818979999999|2816.0632920000003|2207.972178|-17.86570631|8.974770742|16.46390151|0.834464855|5985.963521|150.48105900000002|-893.2853154999999|35.32951798|1766.4758989999998|627.4287311|1.0|2.0|3.53|0.12|-9.01|4.98|1.7|-5.81|5.0|-5.89|0.0|1.0|3.6|-5.17|1.56e-06|0.000637|4.09|0.0|9.77e-10|4e-07|-0.05736|3.5444|4.04|-1350.078181|1168.62|413.78|0.3949|349.8|575.2|0.69615|0.7016100000000001|-1349.830814|0.0033|5.3385|0.02458322|7.3188|153.0|6.8153|6.8153
12bg_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|2|1.29692796|0.0|-0.0076819|5.351858133|-0.044573523|0.057879142|-0.414822602|10.95885259|-0.0206090089999999|1|-0.101451485|-0.1716508239999999|0.884841888|0.836170906|0.892249657|0.771220556|0|-0.075439837|0.543472602|0.019606406|-70.42534258|0.159389648|109.3374477|-0.036959207|9.22604612|0.747867728|-1.847960372|83.78068847|0.46245521|2925.402039|2915.548359|-17.39163005|7.549463377|14.04434294|0.860310096|6753.439903|172.9566471|-869.5815023|33.900544700000005|1695.0272350000002|661.6709012|0.0|2.0|4.75|0.14|-7.76|3.99|2.99|-5.08|4.0|-6.26|0.0|1.0|2.82|-5.18|8.27e-06|0.00372|3.93|0.0|1.74e-08|7.83e-06|-0.0542299999999999|3.8944|4.42|-2152.104584|1186.75|318.36|0.4409|318.36|554.7|0.69395|0.69395|-2151.914954|0.4409|6.6844|0.03334656|9.3601|15.0|7.8239|7.8239
4q_a46|0.0|0|0|0|0.09591943|1|7.832410927000001|1|1|1.131262631|2.151582577|-0.001250008|5.587248657999999|0.004704245|-0.012611536|-0.066250447|10.96363644|-0.081623022|1|-0.1214838219999999|-0.187559576|0.716317772|0.807871283|0.848935944|0.703627625|0|-0.052170875|0.258420996|0.014510206|-39.09149156|0.086449996|48.25357162|-0.021010627|4.520667361|0.61955726|-1.050531344|49.37907349|0.487775649|2234.596293|1491.412605|-6.545879136|6.038093227999999|11.78798551|0.952269544|4992.497361|212.350744|-327.2939568|18.92875482|946.4377411|554.3688216|1.0|0.0|3.95|0.38|-6.94|4.09|1.75|-3.41|4.0|-6.54|0.0|0.0|3.15|-3.89|0.000389|135.0|2.65|0.0|1.14e-07|3.97e-05|-0.03042|4.5296|2.57|-1108.729426|1043.05|273.72|0.1432|273.72|510.13|0.69002|0.69002|-1108.511662|0.1432|2.7026|0.02185677|3.2968|743.0|6129.0|6129.0
15_a15|0.0|0|0|0|0.0|0|0.0|1|1|1.435688991|0.0|-0.006378587|0.0|-0.031457366|-0.063032481|-0.395472407|10.95980315|0.0020555079999999|0|-0.173728081|-0.272482143|0.843715005|0.724319314|0.7725348679999999|0.796300317|0|-0.061884697|0.7028760070000001|0.020649569|-60.51136736|0.102793952|68.29723829999999|-0.031405332|9.115534766|0.702544178|-1.821509261|73.99578515|0.435723718|3027.719888|2868.890383|-13.86355301|6.673906339|11.8273735|0.772181523|7039.747576999999|197.6323578|-804.0860746000001|29.700607300000005|1722.635223|830.7967967000001|0.0|1.0|4.04|0.07|-8.9|4.33|2.52|-6.32|4.0|-5.26|1.0|0.0|4.64|-6.1|4.77e-07|0.000214|5.32|0.0|1.27e-09|5.7e-07|-0.03786|3.6968|5.04|-1450.725355|1265.55|480.19|0.4459|335.38|573.46|0.67524|0.70572|-1450.398033|0.0066|1.6365|0.02849263|2.9566|109.0|6.9626|6.9626
4l_a46|0.0|0|0|0|0.171853072|1|7.825245291|1|1|1.134637095|2.155247543|-0.004736212|5.587248657999999|-0.075241716|-0.067419714|-0.255755434|10.94631401|-0.161358058|1|0.0071939419999999|0.010799648|0.7940662409999999|0.726535412|0.762625193|0.7936534740000001|0|-0.09094885|0.291762764|0.00657916|-48.19533497|0.107841373|61.00681586|-0.030068681|2.10550531|0.883450801|-1.533502748|51.66342604|0.409308207|2165.620022|2087.583804|-9.6227739|5.80829255|9.833034117|0.692930243|4865.794981|65.93290984|-490.7614689|19.25417715|981.9630347|579.2365607|1.0|1.0|3.92|0.36|-7.0|4.64|3.06|-5.28|3.0|-5.23|0.0|1.0|4.08|-5.11|5.25e-06|0.00182|4.49|0.0|9.980000000000001e-08|3.47e-05|-0.01784|5.4011|4.99|-1092.71063|1057.06|278.36|0.2504|229.55|526.77|0.3756|0.68584|-1092.484863|0.1523|2.6588|0.03506136|3.7624|98.0|7.0088|7.0088
11d_a5|0.0|1|0|0|0.0|0|6.605297921|0|0|1.388848584|0.0|-0.003373937|4.59511985|0.001099755|-0.125546291|-0.185566552|10.94877952|0.01948342|1|-0.12451554|-0.200646773|0.786587307|0.783891527|0.831190148|0.755793189|0|-0.063028408|0.359644732|0.012828514|-53.84338206|0.12909714|82.02685783|-0.029333375|5.179111638|0.712305422|-1.525335513|65.35645739|0.49396568|2540.78984|900.3825317|-11.84243331|8.920296087|17.62784804|0.976150552|5283.02167|182.7978704|-615.8065323|26.16587381|1360.625438|631.9206508|1.0|1.0|3.13|0.17|-8.64|4.41|1.42|-4.14|5.0|-6.47|0.0|1.0|3.28|-4.29|7.2e-05|0.0278|3.07|0.0|2.31e-09|8.909999999999999e-07|-0.03767|4.4175|2.59|-1239.093739|1154.67|301.89|507.0|280.66|594.45|0.66686|0.6533399999999999|-1238.855022|0.2068|2.8731|0.03371838|3.7008|15.0|7.8239|7.8239
7f_a8|0.0|1|0|0|0.0|1|7.05012252|0|0|1.394802504|1.2793830309999998|-0.005338193|4.844187086|-0.073219554|0.034392285|-0.234880498|10.94343485|0.0260356679999999|1|0.052081992|0.141285105|0.515235986|0.7051689170000001|0.7677336090000001|0.507325475|0|-0.091890536|0.3155671539999999|0.0138113419999999|-50.01741803|0.229770733|130.7330978|-0.040738044|4.471132824|0.880922225|-1.670259798|55.85651025|0.4513917389999999|2534.956113|1854.738581|-13.18808857|7.704280774|14.04331892|0.822794279|5662.145174|67.75191165|-540.7116315000001|26.31197491|1078.790971|446.5544107|0.0|1.0|3.14|0.0|-8.46|5.52|4.27|-5.68|4.0|-5.27|0.0|1.0|4.63|-5.5|2.09e-06|0.00078|4.66|1.0|3.5e-09|1.31e-06|-0.07492|3.8187|6.81|-1285.168078|991.61|356.17|0.3536|324.68|495.55|0.7024199999999999|0.6987399999999999|-1285.017838|0.1502|8.7098|0.02809022|11.6137|35.65|4.4479|4.4479
12f_a31|0.0|1|0|0|0.0|0|7.765993078999999|1|1|0.6101347579999999|0.0|-0.011835152|5.733341277|-0.033056721|0.043286807|-0.698273995|10.31169747|-0.0164221939999999|2|-0.130400541|-0.205011573|0.805862937|0.8167107029999999|0.8530975000000001|0.7730604259999999|0|-0.097676974|0.262896936|0.027617942|-82.48950216|0.299007775|208.6022728|-0.0337826789999999|13.44201623|0.686882955|-1.891830012|97.53070764|0.482666192|2710.311963|1805.921786|-16.44247509|9.859605078|19.05849748|0.932987917|5845.744358|218.4455813|-920.7786053|34.31214739|1921.480254|713.5657448|1.0|2.0|3.86|0.41|-8.02|6.43|1.53|-5.98|5.0|-6.19|0.0|1.0|4.01|-4.63|1.05e-06|0.0004469999999999|3.82|0.0|9.53e-09|4.06e-06|-0.03317|3.8305|5.39|-1696.741889|1258.6|323.68|0.2664|323.68|665.22|0.7006600000000001|0.7006600000000001|-1696.466804|0.2664|1.8803|0.04363832|3.3538|0.13|6.8861|6.8861
1_a6 (SB-431542)|0.0|1|0|0|0.0|0|7.423568444|1|1|1.430935835|0.0|-0.015636898|5.351858133|-0.175408303|0.1008839219999999|-0.766207981|10.94959842|-0.0492229479999999|1|-0.020716495|-0.033765606|0.838928085|0.7462411859999999|0.805877431|0.795744863|0|-0.126408788|0.210050443|0.033020439|-72.69619778|0.405958714|240.8019609|-0.0462988229999999|11.61820782|0.7531996609999999|-2.083447046|87.15852628|0.472445176|2678.823231|1890.228713|-16.29019397|7.523839331|14.26172029|0.895537592|5748.417262|146.3942108|-733.0587287000001|36.46179023|1640.78056|513.4628663999999|1.0|2.0|3.25|0.05|-7.69|4.04|1.54|-4.52|5.0|-6.73|0.0|1.0|2.85|-4.25|3.03e-05|0.0116|2.7|0.0|2.03e-08|7.81e-06|-0.05971|3.8208|4.57|-1292.553086|1049.69|376.28|0.5765|324.5|464.07|0.55256|0.69868|-1292.358966|0.3346|6.0113|0.03494577|8.8611|1542.0|5.8119|5.8119
14u_a23|0.0|0|1|1|0.0|2|7.423568444|0|0|1.197962732|3.357982471|-0.007017844|5.351858133|-0.025360103|0.050530143|-0.385981432|10.31321759|-0.0569153009999999|2|-0.110069159|-0.199540201|0.756252127|0.787538583|0.845160857|0.71381683|1|-0.055259924|0.445665682|0.0254134689999999|-57.75236052|0.090245088|60.27663131|-0.033908155|11.3374334|0.702868983|-1.729315897|73.50348823|0.47648509|3015.478095|2430.634114|-15.12707504|7.392527755|14.12094979|0.910165272|6913.009783|198.4601847|-771.4808267999999|32.2221994|1643.332169|683.7405759|1.0|1.0|3.59|0.09|-7.51|3.42|2.72|-5.63|5.0|-6.47|0.0|0.0|3.48|-5.02|2.32e-06|0.0010199999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.23|-1744.422541|1214.4|389.66|0.2253|306.82|549.0|0.4523|0.6703100000000001|-1744.1781010000002|0.0008|5.9743|0.0237199999999999|8.1549|6.0|8.2449|8.2449
15a_a50|0.0|0|1|1|0.0|2|7.934155233999999|1|1|1.3530592819999998|4.126145086|-0.004429392|5.82008293|-0.06317118|-0.0446629609999999|-0.234757789|10.94500663|-0.125205943|2|-0.128070491|-0.209259615|0.797917311|0.821868651|0.8749408470000001|0.76745052|1|-0.0783960279999999|0.4349386739999999|0.018014615|-50.56454577|0.162210104|97.06405493|-0.029316925|6.450390922|0.705410595|-1.436529349|61.78266878|0.4476230879999999|2503.770258|1754.903963|-10.49734522|8.095541483|14.65582885|0.8103580690000001|5401.219537|176.277812|-514.369916|24.86892274|1218.577214|569.5267957000001|1.0|1.0|3.7|0.23|-6.09|3.23|1.87|-3.6|4.0|-6.78|0.0|1.0|2.76|-3.92|0.000251|0.0933|2.51|0.0|8.070000000000001e-07|0.0003|-0.03255|4.0408|2.66|-1199.784983|1091.64|306.83|0.1767|306.83|519.38|0.66132|0.66132|-1199.572081|0.1767|6.6307|0.03314629|9.0948|41.0|7.3872|7.3872
18_a47|0.0|1|1|1|0.0|0|6.605297921|0|0|1.414391819|0.0|-0.004337918|4.59511985|-0.06345679|-0.026357805|-0.2342475789999999|10.93838451|-0.016728205|1|-0.02470455|-0.053119347|0.646771311|0.792196273|0.851462739|0.630969651|1|-0.078937385|0.454324931|0.014741763|-52.88049505|0.222175975|139.1786571|-0.0303894239999999|5.784962137000001|0.7327484470000001|-1.5194711930000002|63.72933669|0.432077184|2800.3745940000003|2184.962887|-11.9254166|7.018342267|12.35791568|0.7608026529999999|6261.441874|167.41554630000002|-596.2708299|25.98023687|1299.011844|628.5247532999999|1.0|2.0|3.47|0.08|-10.36|5.53|2.63|-5.5|5.0|-5.87|1.0|1.0|4.16|-5.37|3.13e-06|0.00129|4.13|0.0|4.34e-11|1.78e-08|-0.04964|4.2668|3.32|-1354.180815|1130.76|293.65|0.4335|290.58|487.81|0.4659|0.63359|-1353.979194|0.0516|3.4464|0.04031146|5.3433|3.0|8.6|8.6
8h_a8|0.0|1|0|0|0.0|1|7.05012252|0|0|1.3918396709999998|1.241306689|-0.010324979|4.844187086|-0.249095464|0.008138299|-0.485274006|10.94341368|0.007079485|1|0.09830823|0.254819201|0.578166105|0.6971223040000001|0.751162751|0.56916135|0|-0.122706004|0.273425421|0.0111998669999999|-66.4523265|0.397594866|233.7669182|-0.048805507|3.871662077|0.918315905|-2.147442322|70.94463092|0.451435543|2623.688756|2019.780061|-16.87148841|7.453557203|13.58738632|0.822939833|5956.417906000001|48.02637252|-742.3454901|31.2477685|1374.901814|485.8626377000001|0.0|2.0|3.11|0.0|-7.95|4.69|4.11|-5.21|4.0|-5.98|0.0|0.0|4.01|-5.0|6.11e-06|0.0023899999999999|3.82|0.0|1.13e-08|4.43e-06|-0.06344|4801.0|7.71|-1361.618499|1029.51|332.16|0.3011|258.25|480.09|0.56196|0.69844|-1361.455676|272.0|3.4779|0.03330037|4.4356|11.59|4.9359|4.9359
11_a15|0.0|0|0|0|0.0|0|0.0|1|1|1.435688956|0.0|-0.0064953419999999|0.0|-0.029665252|-0.036023137|-0.402711212|10.95979791|0.023543401|0|-0.173728081|-0.272482143|0.843715005|0.718800243|0.76664841|0.796300317|0|-0.064429158|0.632319408|0.018519054|-66.78526188|0.105461874|72.27026771|-0.033606127|8.696553172|0.739315684|-1.949155337|79.1792768|0.470042906|3022.859488|2565.707165|-15.7814467|6.233494755|11.76226306|0.8869452090000001|7002.915718000001|178.640152|-915.3239085|31.14961732|1806.677804|830.7967967000001|0.0|1.0|4.1|0.07|-8.9|4.33|2.52|-6.32|4.0|-5.26|1.0|0.0|4.62|-6.1|4.77e-07|0.000214|5.32|0.0|1.27e-09|5.7e-07|-0.03877|4.7106|5.04|-1450.705737|1284.85|418.94|0.2657|263.2|568.22|0.58935|0.70577|-1450.39211|0.0011|812.0|0.03503399|1.3581|739.0|6.1314|6.1314
21a_a23|0.0|0|1|1|0.0|2|7.525639975|0|0|1.197963603|3.43622302|-0.005708466|5.4161004020000005|-0.038876045|0.071115216|-0.3082571839999999|10.31321782|-0.083864151|2|-0.074441567|-0.136106024|0.725800261|0.7367638240000001|0.79188323|0.6906097959999999|1|-0.051521215|0.224766417|0.011564247|-54.35891011|0.073461531|48.49696614|-0.03458322|5.039953753|0.842121383|-1.729161021|61.73864319|0.492301762|2880.257677|2272.736256|-15.07212993|7.950891003|15.66066298|0.969673962|6464.524241|104.2264415|-753.6064963|27.11098744|1355.5493720000002|666.0036144999999|1.0|1.0|3.53|0.09|-7.78|3.88|3.24|-5.89|4.0|-6.07|0.0|0.0|3.78|-5.28|1.3e-06|0.000552|3.98|0.0|1.65e-08|7.03e-06|-0.07243|3.6993|3.75|-1669.23053|1189.63|335.16|0.3692|335.16|558.61|0.60824|0.60824|-1668.989671|0.3692|5.3733|0.0203361|7.9309|102.0|6.9914|6.9914
1n_a5|0.0|1|0|0|0.0|0|6.605297921|0|0|1.427557749|0.0|-0.007315978|4.59511985|-0.0533837329999999|0.002508727|-0.3365350029999999|10.94528897|-0.047910067|1|-0.00966135|-0.015850084|0.6805709409999999|0.77828693|0.8402078140000001|0.656280207|0|-0.082180848|0.428980979|0.023129277|-47.04056285|0.214789986|123.2912732|-0.030493391|7.620766672|0.627751746|-1.311215832|63.57058627|0.483868192|2437.279452|889.4388375|-10.04713747|7.881746117|15.27080096|0.937489579|5101.31614|213.67365440000003|-432.02691110000006|27.88278228|1198.959638|467.1194103|1.0|1.0|2.88|0.05|-8.07|4.41|1.72|-4.27|5.0|-6.41|0.0|1.0|3.14|-4.18|5.41e-05|0.0193|2.91|0.0|8.43e-09|3.01e-06|-0.06186|4.3838|4.19|-1179.169527|1017.23|282.82|0.3789|282.82|481.06|0.44786|0.44786|-1179.018429|0.3789|0.6234|0.03956123|0.7104|27.0|7.5686|7.5686
3m_a32|0.0|1|1|1|0.0|0|7.773594467000001|0|1|0.609420748|0.0|-0.006290106|5.733341277|-0.017268778|-0.0370712179999999|-0.3082152019999999|10.31100268|-0.078038283|3|-0.04918838|-0.086806406|0.6943636479999999|0.817967125|0.872498916|0.6672533589999999|1|-0.084626325|0.317009723|0.013428623|-56.15082133|0.201976727|120.7751424|-0.027127559|4.801577352|0.674468222|-1.220740175|67.1606709|0.4687361229999999|2588.590536|2363.601309|-9.699808932|7.0752395770000005|13.31775015|0.882303773|5724.714257|194.65681730000003|-436.4914018999999|24.05057475|1082.275864|554.9424306|1.0|1.0|3.51|0.3|-7.38|7.02|1.74|-5.94|4.0|-6.17|0.0|1.0|4.12|-4.86|1.14e-06|0.000449|3.57|0.0|4.190000000000001e-08|1.65e-05|-0.05731|3.5749|5.1|-1863.46877|1073.31|346.82|0.2952|346.82|484.34|0.7026600000000001|0.7026600000000001|-1863.279862|0.2952|5082.0|0.0339106999999999|8.0755|23.0|7.6383|7.6383
8e_a8|0.0|1|0|0|0.0|1|7.05012252|0|0|1.394799502|1.311619189|-0.010579355|4.844187086|-0.205927741|-0.000766016|-0.539547088|10.94332438|-0.051339286|1|0.090898585|0.183313231|0.650073857|0.7233950809999999|0.7742101929999999|0.636205913|0|-0.115572516|0.280304418|0.0211004739999999|-64.32539698|0.338509724|206.4920729|-0.04393787|7.851573274|0.803307236|-2.109017754|75.57562034|0.483244415|2692.975753|2080.07805|-16.34946208|7.50719734|14.52755918|0.935150832|6095.6213210000005|119.9832494|-784.77418|33.36487904|1601.514194|561.882658|0.0|2.0|3.2|0.04|-7.78|4.33|3.4|-5.27|4.0|-6.14|0.0|0.0|3.71|-4.9|5.34e-06|0.00215|3.69|0.0|1.6399999999999998e-08|6.63e-06|-0.06253|4.6303|7.22|-1376.924308|1090.07|378.73|0.3731|267.77|526.86|0.50055|0.7013|-1376.708067|0.1671|6.1505|0.03298991|7.7951|19.89|4.7014|4.7014
5g_a40|0.0|0|0|0|0.0|1|8.149890544|0|1|0.604913142|1.534673091|-0.016033575|6.167516491000001|-0.190406197|-0.0602779129999999|-0.5611751220000001|10.31198315|-0.091116241|2|0.07917206|0.137067086|0.795454476|0.818555255|0.882781953|0.7733200179999999|1|-0.153687065|0.245639795|0.024937196|-68.05025116|0.32227256|152.9506864|-0.049288357|5.616992201|0.745349319|-1.577227413|80.22859145|0.488538966|2054.810452|593.8133184|-11.10198254|6.193485364|12.10939827|0.955183157|4358.890754999999|120.8573152|-355.2634413|31.38430965|1004.297909|266.8102663|0.0|2.0|3.13|0.21|-2.89|2.69|0.74|-4.24|5.0|-6.6|0.0|1.0|2.01|-3.37|5.78e-05|0.0174|2.17|0.0|0.0013|391.0|-0.0540299999999999|3.48|4.02|-1328.015099|800.98|356.27|261.0|356.27|367.19|0.6563|0.6563|-1327.9345529999998|261.0|4.9132|0.04070345|6.7957|123.0|6.9101|6.9101
12a_a5|0.0|1|0|0|0.0|0|7.139660336|1|1|1.338814635|0.0|-0.00166971|5.209486153|0.043132749|-0.0036987359999999|-0.09350376|10.94553751|-0.032601907|1|-0.057691345|-0.093973419|0.762866363|0.779533861|0.829536345|0.741588813|0|-0.058605038|0.337539208|0.0081891369999999|-41.59124655|0.105409104|64.77671525|-0.026030816|3.0925714930000003|0.746785093|-1.353602454|50.40529807|0.457755771|2524.410428|899.5599904|-9.830359239|8.741980056000001|16.12184989|0.844187448|5294.775577|155.6073368|-511.1786804|21.42066499|1113.8745800000002|650.3600841|1.0|1.0|3.06|0.21|-8.83|5.12|2.17|-4.27|4.0|-6.23|0.0|0.0|3.58|-4.59|5.37e-05|0.0205|3.38|0.0|1.4800000000000003e-09|5.660000000000001e-07|-0.04076|4.6865|2.91|-1201.990542|1140.24|297.97|0.4794|264.55|508.81|0.50831|0.67169|-1201.750315|0.0296|2.5642|0.03567816|3.9457|19.0|7.7212|7.7212
35_a18|0.0|0|0|0|0.0|0|7.03438793|2|2|1.251175948|0.0|-0.00622005|4.844187086|-0.020425504|-0.069149293|-0.44784362|10.94702087|-0.0098863069999999|0|-0.078001173|-0.117857059|0.737701788|0.737094825|0.774007861|0.7277482059999999|0|-0.081822342|0.3888901179999999|0.008853796|-62.06945887|0.199234055|146.8343246|-0.033440195|4.809030636|0.874573807|-2.273933228|67.9315105|0.465531336|3038.429834|1761.858479|-18.16338657|9.184536969|17.18442554|0.87101708|6995.248058|92.43836482|-1235.110287|28.17969862|1916.219506|1056.535856|1.0|3.0|4.3|0.3|-9.55|4.13|3.33|-6.06|3.0|-6.0|0.0|1.0|3.07|-5.53|8.629999999999999e-07|0.000415|4.55|0.0|2.81e-10|1.35e-07|-0.04879|3.2146|8.09|-1532.976969|1400.62|385.69|0.4981|385.69|657.07|0.69279|0.69279|-1532.557542|0.4981|2.0432|0.02600607|2.7788|24.0|7.6198|7.6198
21_a34|0.0|0|0|0|0.0|1|8.002694162000001|2|2|1.425532331|1.88614418|-0.012535886|5.860786223|-0.091664226|-0.125881566|-0.7020096440000001|10.94874873|-0.009996155|1|-0.254686357|-0.407759867|0.702772307|0.740092842|0.796991578|0.660871869|0|-0.09533089|0.527371706|0.034163186|-79.03896823|0.323609157|217.1470086|-0.041572921|15.38241267|0.728260094|-2.120218984|95.12565978|0.4688149339999999|3115.110331|2429.6035|-18.7187412|7.253455092999999|13.65523159|0.882583047|7048.305909000001|182.341897|-954.6558014|38.30514214|1953.562249|659.7484451|1.0|0.0|3.43|0.12|-7.68|3.64|1.72|-4.5|6.0|-6.83|0.0|0.0|3.03|-4.71|3.14e-05|0.0138|3.02|0.0|2.07e-08|9.06e-06|-0.07534|4.3011|7.78|-1483.305698|1182.6|401.11|0.2174|288.26|530.93|0.6893199999999999|0.69292|-1483.057743|0.0002|5.3432|0.03023936|7.9399|3.36|5.4737|5.4737
8_a20 (IN-1130)|0.0|1|0|0|0.0|0|6.842683282|0|0|1.400923668|0.0|-0.009430196|4.727387819|-0.124997065|0.1728459339999999|-0.528090969|10.94899447|-0.0574882679999999|1|-0.049177437|-0.083481481|0.811128636|0.760688473|0.817914963|0.7741509329999999|1|-0.09623672|0.354945501|0.0158089389999999|-64.75689362|0.272572869|180.4986934|-0.035730972|6.93243166|0.7481063720000001|-1.858010535|77.31081766|0.4824986429999999|2849.395895|1829.419484|-15.66851008|8.005662608|15.46983888|0.932362084|6291.586155|166.8048285|-814.7625241000001|31.628086|1644.660472|684.5377542|1.0|2.0|3.49|0.08|-9.63|4.97|1.33|-4.85|5.0|-6.83|0.0|1.0|3.14|-4.55|1.42e-05|0.00596|2.87|0.0|2.34e-10|9.86e-08|-0.07014|4.9797|4.53|-1368.372708|1192.01|383.5|0.3782|248.98|517.94|0.4377|0.7007399999999999|-1368.118751|0.1361|3803.0|0.04004011|5.4751|36.0|7.4437|7.4437
20b_a10|0.0|0|0|0|0.0|1|7.535296702|1|1|1.343837209|2.103422978|-0.007463406|5.4161004020000005|-0.073703704|-0.030238422|-0.447804373|10.92966143|-0.013623188|1|0.019531637|0.031942481|0.725009545|0.761071345|0.817426568|0.6980623109999999|1|-0.094975935|0.6741049840000001|0.013038163|-56.53849503|0.24740823|158.09355980000004|-0.033783202|5.323735696|0.7616213270000001|-1.85807612|67.46831286|0.454087415|3085.433676|2257.777328|-13.79433873|7.554743755|13.838742600000002|0.8317951020000001|7173.225184999999|152.3236842|-758.6886304|28.34404003|1558.922202|769.1246171|1.0|1.0|3.54|0.11|-8.93|4.23|2.41|-5.22|5.0|-6.53|0.0|1.0|3.66|-5.09|6.05e-06|0.00271|3.52|0.0|1.1699999999999999e-09|5.26e-07|-0.0578399999999999|5.9354|4.88|-1465.587932|1218.74|317.8|0.2782|208.89|482.93|0.3246|669.0|-1465.333983|0.1382|5725.0|0.03930765|7.7954|1.1|5.9586|5.9586
8a_a12|0.0|0|0|0|0.0|0|0.0|1|1|1.283813597|0.0|-0.00771093|0.0|-0.052287869|-0.205012437|-0.362413703|10.95472846|-0.084035283|0|-0.135424346|-0.226106307|0.913877696|0.763500863|0.8157289759999999|0.862306783|0|-0.05926895|0.221703535|0.010336879|-48.195997|0.107343574|55.59930083|-0.033836466|2.773166902|0.791430726|-1.4888045019999998|55.45388635|0.46777503|2212.38965|2093.2274030000003|-9.077610683|5.113243051|9.607296424|0.878904705|4806.044707999999|108.02980890000002|-399.41487|22.14447395|974.3568539|464.1781753|1.0|1.0|4.06|0.15|-7.89|3.87|2.89|-3.9|4.0|-6.04|0.0|1.0|3.1|-4.21|0.000125|0.0408|3.18|0.0|1.28e-08|4.2e-06|-0.06246|3.9091|3.41|-1046.0210880000002|952.71|317.17|0.2486|317.17|424.14|0.6309100000000001|0.6309100000000001|-1045.851982|0.2486|3.6588|0.02180654|5.4032|199.0|6.7011|6.7011
6b_a40|0.0|0|0|0|0.0|1|8.421342866|1|2|0.604892326|1.710647518|-0.014861289|6.401917197|-0.069975812|-0.137534783|-0.698480566|10.30179924|-0.226457281|2|-0.018582337|-0.033583055|0.691778838|0.842573207|0.90571269|0.6462648870000001|1|-0.107699967|0.417254814|0.014588568|-79.36130196|0.246568426|165.1465831|-0.049599889|6.544506614|0.878140798|-2.132795227|87.29061302|0.442509019|3214.047452|4049.386572|-22.2507658|6.976123351|12.51342818|0.793750992|8482.600495|81.61884754|-956.7829293|37.83107469|1626.736212|618.8882797|1.0|1.0|4.02|0.21|-5.21|5.67|2.61|-8.41|5.0|-5.85|1.0|1.0|4.21|-6.18|3.86e-09|1.98e-06|5.03|1.0|6.21e-06|0.00318|-0.09533|3.1026|8.98|-3290.745084|1183.07|399.62|0.4962|399.62|552.01|0.69429|0.69429|-3290.583786|0.4962|8193.0|0.03026498|11.3203|0.03|7.5229|7.5229
