molecula|SddssS|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|FNSA1|WNSA3|DPSA5|PNSA4|GRAVp|TASA|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
3c_a12|0.0|0|0|0.0|6.555356892000001|1|1|0.610140703|0.06235058|-0.009252756|4.59511985|2|0.0|-0.379362977|-0.003879878|-0.008931246|10.3117069|-0.056537396|1|-0.116098308|-0.211367878|-0.545592465|1|0.923855679|0.826033688|0.888353608|0.859899236|0|-0.071719601|-0.099327724|0.242114395|-36.28720467|-50.25579322|6.688634392000001|0.156144506|-25.42738988|3.384177297|0.7055242159999999|-18.35985151|61.16334136|-17.19277136|2186.344105|426.9566009|-8.698843907999999|0.2944757839999999|10.88288188|0.746291708|-330.5560685|24.36878988|0.02155815|380.2468615|10.90754815|1.0|1.0|0.0|1.0|1.0|3.94|0.12|4.01|2.25|1.82|0.0|0.0|1.0|3.0|23.0|319.38|0.0|1.0|-4.0|0.0194|9.940000000000002e-05|0.0318|2.91|0.0|1.67e-07|5.3200000000000006e-05|-0.07463|2.56|-1327.498519|-1327.471862|894.36|345.72|-1327.351991|1.6035|0.02665687|0.02|7699.0|7699.0
11_a15|0.0|0|0|0.0|0.0|1|1|1.435688956|-0.1758968389999999|-0.0064953419999999|0.0|3|0.0|-0.402711212|0.001806571|-0.0856783419999999|10.95979791|0.023543401|0|-0.173728081|-0.272482143|-0.363940085|2|0.843715005|0.718800243|0.76664841|0.796300317|0|-0.064429158|-0.0974577669999999|0.632319408|-44.15161868|-66.78526188|12.69062406|0.105461874|-45.76619542|8.696553172|0.739315684|-30.25595097|79.1792768|-23.02940065|3022.859488|613.0036107000001|-15.7814467|0.260684316|11.76226306|0.8869452090000001|-915.3239085|31.14961732|0.018086221|830.7967967000001|12.39401492|1.0|1.0|0.0|0.0|1.0|4.1|0.07|4.33|6.69|2.52|0.0|0.0|1.0|6.0|34.0|448.52|1.0|0.0|-6.1|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03877|5.04|-1450.740771|-1450.705737|1284.85|418.94|-1450.39211|812.0|0.03503399|739.0|6.1314|6.1314
12ar_a36|0.0|0|0|0.0|7.412764017000001|2|2|1.297042582|-0.064363806|-0.007046017|5.351858133|2|0.0|-0.40866901|0.000939229|-0.1073795209999999|10.95407427|-0.036002609|1|-0.096853381|-0.169341326|-0.4194638229999999|1|0.86559137|0.8371588959999999|0.89459881|0.8196353679999999|0|-0.080760277|-0.098732471|0.317338373|-54.80317647|-66.9989409|15.19305207|0.163457134|-45.46486105|10.30986449|0.705591187|-37.18892821|82.17472548|-23.57370143|2902.67985|567.6702443|-15.99689556|0.294408813|16.68371115|0.902250063|-863.83236|33.4098581|0.0223636779999999|708.5476357999999|15.17578458|1.0|0.0|1.0|0.0|2.0|4.86|0.17|3.14|1.95|1.59|0.0|0.0|1.0|6.0|32.0|420.47|0.0|0.0|-3.91|0.0503|0.000122|0.0515|2.33|0.0|8.95e-08|3.76e-05|-0.0566|3.23|-1364.511244|-1364.467971|1211.1|322.13|-1364.235126|6.4688|0.04327285|25.0|7.6021|7.6021
IN1233_a59|0.0|0|0|0.0|6.842683282|0|0|1.400923654|0.1160337319999999|-0.008841844|4.727387819|2|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|0.001996439|0.003282792|-0.597167441|2|0.809917509|0.74801464|0.80310139|0.778639593|1|-0.092761756|-0.095213818|0.356444983|-61.73167061|-63.36348363|7.208329477|0.238675351|-42.16752524|4.79704394|0.810795898|-41.08157616|72.32484741|-23.91074854|2809.840422|506.6510632|-15.91227368|0.1892041019999999|15.51626497|0.936631949|-843.3505049|29.49046561|0.0134658889999999|712.1606951|8.961363774|1.0|1.0|1.0|1.0|2.0|3.48|0.08|5.54|4.69|2.06|0.0|0.0|0.0|5.0|32.0|419.48|0.0|1.0|-5.16|0.00107|6.91e-06|0.0029|3.85|0.0|9.93e-11|4.17e-08|-0.05605|5.35|-1352.351584|-1352.326849|1204.16|350.69|-1352.073755|5.4004|0.02473496|34.0|7.4685|7.4685
12t_a36|0.0|0|0|0.0|7.412764017000001|2|2|1.297042607|-0.058770337|-0.00673635|5.351858133|2|0.0|-0.404180985|0.003676818|-0.030990165|10.95395385|-0.0288761339999999|1|-0.101854847|-0.169994208|-0.436022708|1|0.902377067|0.829598864|0.878510663|0.857993338|0|-0.0735262|-0.100615514|0.318666358|-48.97252784|-67.01551397|11.7409283|0.166244358|-44.63604995|7.820109571000001|0.78316808|-32.61842026|77.32343502|-23.93411213|2771.211293|555.3275093999999|-15.94144641|0.21683192|15.36435856|0.930112292|-892.7209991000001|30.56063281|0.01547607|729.1873176|10.30792105|1.0|0.0|1.0|0.0|2.0|4.94|0.21|3.62|2.45|2.45|0.0|0.0|1.0|6.0|31.0|409.49|0.0|0.0|-4.57|0.0102|2.6600000000000003e-05|0.0109|3.47|0.0|4.38e-08|1.7899999999999998e-05|-0.05302|3.87|-1311.585049|-1311.552739|1208.04|337.89|-1311.287803|5.9081|0.03230976|8.0|8.0969|8.0969
8a_a31|0.0|0|0|0.0|7.765993078999999|1|1|0.610138387|-0.039027368|-0.015034136|5.733341277|0|0.0|-0.586331322|-0.013230176|-0.135144546|10.31170053|-0.01861065|2|-0.054025775|-0.094359203|-0.520051508|0|0.938325481|0.837862749|0.895174844|0.883113019|0|-0.122293189|-0.136459435|0.272259026|-60.46233433|-67.46619355|18.56711239|0.405860136|-33.35560699|9.179668678|0.666437359|-29.89286568|82.32407724|-20.61467025|2128.209198|293.7455749|-10.19199103|0.333562641|10.63792161|0.822471411|-366.9116769|30.93264504|0.030052065|324.7430642|14.85788369|0.0|1.0|1.0|1.0|2.0|3.34|0.2|4.16|2.54|0.36|0.0|0.0|2.0|3.0|22.0|314.36|0.0|1.0|-3.11|0.0846|0.000773|243.0|1.56|0.0|4.62e-06|0.00145|-0.02993|1.53|-1347.541429|-1347.507102|872.11|325.45|-1347.3959220000002|3.7141|0.03432763|0.79|6.1024|6.1024
15b_a50|0.0|1|1|0.0|7.934155233999999|1|1|1.353059441|-0.144363623|-0.0045393|5.82008293|1|2.018777006|-0.22696498|0.004641091|-0.06083723|10.94501702|-0.124047802|2|-0.131737048|-0.2185722769999999|-0.310946931|1|0.79846758|0.8259784720000001|0.8833003970000001|0.764606364|1|-0.082576068|-0.080700307|0.447220762|-47.20879251|-46.13641893|11.48191704|0.179086516|-26.37622116|6.564219549|0.639017342|-26.98929785|60.03646705|-16.04745006|2441.264256|469.3167805|-9.174337796|0.3609826579999999|13.22671714|0.919348867|-422.0195386|25.11269883|0.024313507|510.3677388|13.90004811|1.0|1.0|1.0|1.0|1.0|3.56|0.19|2.71|3.26|1.66|0.0|0.0|2.0|5.0|27.0|357.41|0.0|1.0|-3.6|0.2339999999999999|0.000249|0.0891|2.11|0.0|1.92e-06|0.000687|-0.0333399999999999|2.08|-1160.4989460000002|-1160.463663|1035.3|305.67|-1160.275856|6.9054|0.03528279|79.0|7.1024|7.1024
11c_a5|0.0|0|0|0.0|6.605297921|0|0|1.427567332|-0.2117133739999999|-0.004590583|4.59511985|2|0.0|-0.224938556|0.005090155|-0.059682527|10.94877953|-0.023856811|1|-0.011677718|-0.018887528|-0.269653478|2|0.679183645|0.8020105409999999|0.86113162|0.658307423|0|-0.078909483|-0.0873419269999999|0.389427402|-47.99592739|-53.12487972|10.85837291|0.19527649|-32.31269264|6.604499968|0.707039635|-29.19305715|66.02857181|-19.63310772|2497.685314|489.4652669|-11.94164728|0.292960365|16.09582374|0.811648325|-549.3157749|27.76804404|0.021214793|523.8031619|12.90369209|1.0|1.0|1.0|1.0|1.0|2.96|0.09|4.79|4.17|1.13|0.0|0.0|1.0|6.0|28.0|370.4|0.0|1.0|-4.1|0.0273|7.950000000000001e-05|0.0294|2.78|0.0|3.4000000000000003e-09|1.26e-06|-0.04315|4.53|-1218.492067|-1218.454079|1071.71|294.59|-1218.278135|2.5278|0.03798847|25.0|7.6021|7.6021
4_a4|0.0|0|0|0.0|7.535296702|1|1|1.343865392|-0.183963421|-0.001234337|5.4161004020000005|2|2.183056868|-0.058013858|0.011760626|-0.110597574|10.92992837|-0.037623601|1|-0.048056862|-0.078747188|-0.157959343|2|0.646069495|0.77276149|0.8306695270000001|0.636572383|1|-0.049768752|-0.06873731|0.456474074|-25.64211031|-35.41518716|4.4155367960000005|0.0667239759999999|-18.24679326|2.274995377|0.793717973|-13.21145879|40.86951119|-13.17774406|2221.6122010000004|480.8472306|-6.78950447|0.2062820269999999|8.855289118|0.66251148|-291.9486922|16.60255217|0.010586293|462.1867149|5.454324025|1.0|1.0|1.0|1.0|0.0|3.15|0.19|4.52|4.41|2.66|0.0|0.0|1.0|2.0|25.0|326.39|0.0|1.0|-4.57|0.0248|2.69e-05|0.00877|3.52|0.0|2.71e-08|8.85e-06|-0.04865|3.24|-1029.960398|-1029.93716|960.45|307.95|-1029.763465|2.6814|0.02323788|78.0|7.1079|7.1079
12d_a30|0.0|0|0|0.0|7.412764017000001|2|2|0.604984421|0.041181359|-0.006335328|5.351858133|2|0.0|-0.354778373|0.005613018|0.036688757|10.31162861|-0.075816941|1|-0.053644471|-0.09353607|-0.4562256979999999|1|0.8414737059999999|0.8017873000000001|0.8532172109999999|0.7991060659999999|0|-0.073829724|-0.094239701|0.366319099|-47.69710881|-60.88281322|10.05700314|0.156990075|-39.33285959|6.497247279|0.8143892140000001|-30.81433963|69.55534551|-23.41646662|2784.836855|544.6198897999999|-15.12802292|0.185610786|13.92427286|0.84254817|-786.6571918999999|28.75340957|0.013424098|686.039456|8.672532296|1.0|0.0|1.0|0.0|1.0|4.75|0.17|4.35|2.93|3.04|0.0|0.0|1.0|5.0|30.0|412.51|0.0|1.0|-5.15|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|9.75e-08|4.02e-05|-0.05119|4.14|-1615.095823|-1615.063947|1176.22|356.06|-1614.831682|4434.0|0.03187624|11.0|7.9508|7.9508
3m_a32|0.0|1|1|0.0|7.773594467000001|0|1|0.609420748|0.013867955|-0.006290106|5.733341277|0|2.175099216|-0.3082152019999999|-0.000514191|-0.084132138|10.31100268|-0.078038283|3|-0.04918838|-0.086806406|-0.49476131|0|0.6943636479999999|0.817967125|0.872498916|0.6672533589999999|1|-0.084626325|-0.09390309|0.317009723|-50.60363458|-56.15082133|8.029854976000001|0.201976727|-33.57626169|4.801577352|0.674468222|-30.25923462|67.1606709|-16.22134838|2588.590536|477.1904954|-9.699808932|0.325531778|13.31775015|0.882303773|-436.4914018999999|24.05057475|0.018412178|554.9424306|11.00984957|1.0|0.0|1.0|1.0|1.0|3.51|0.3|7.02|5.35|1.74|0.0|0.0|1.0|3.0|27.0|394.51|0.0|1.0|-4.86|0.000449|1.39e-05|0.00547|3.57|0.0|4.190000000000001e-08|1.65e-05|-0.05731|5.1|-1863.502681|-1863.46877|1073.31|346.82|-1863.279862|5082.0|0.0339106999999999|23.0|7.6383|7.6383
7h_a8|0.0|0|0|0.0|7.05012252|0|0|1.391840221|-0.118981425|-0.00534208|4.844187086|0|0.0|-0.23505152|0.00112124|-0.0873792009999999|10.94341365|0.0260356679999999|1|0.052081992|0.141285105|-0.382578949|0|0.515235986|0.7051689170000001|0.7677336090000001|0.507325475|0|-0.093181899|-0.0934764819999999|0.314190914|-53.71230941|-53.88211443|6.71377223|0.228988973|-31.05895923|3.86998135|0.892830345|-30.96107949|58.94376531|-23.65556243|2534.324886|444.4294792|-13.63564064|0.107169655|13.42380338|0.768693264|-559.0612661|26.49502512|0.00878112|446.5544107|5.061650885|1.0|0.0|0.0|0.0|1.0|3.12|0.0|5.52|5.49|4.27|0.0|0.0|1.0|3.0|28.0|373.35|0.0|1.0|-5.5|0.00078|3.16e-06|0.00118|4.66|0.0|3.5e-09|1.31e-06|-0.06799|6.81|-1285.182226|-1285.151298|999.62|315.62|-1285.017252|7.0847|0.03092828|10.5|4.9788|4.9788
17d_a50|0.0|1|1|0.0|8.105609402|2|2|1.338814635|-0.152030219|-0.002166617|6.042632834|1|2.234730384|-0.140830095|0.012079|-0.136180713|10.94500663|-0.125540541|2|-0.200725906|-0.323333765|-0.2294807539999999|1|0.754575205|0.748516466|0.789310938|0.7276268779999999|1|-0.044172353|-0.069790853|0.8020670809999999|-30.63468215|-48.40178147|10.55016861|0.070113177|-33.56790124|7.31681784|0.75405703|-21.24595322|57.5414543|-17.74731987|2824.70142|644.9008302|-12.30823045|0.24594297|12.62170017|0.8041037459999999|-738.4938272999999|23.53577933|0.013178555|829.3813984|9.139672835|0.0|1.0|1.0|1.0|0.0|4.07|0.35|4.0|4.29|2.71|0.0|0.0|1.0|6.0|32.0|424.54|0.0|0.0|-4.88|0.0135|1.31e-05|0.00557|3.72|0.0|8.55e-08|3.63e-05|-0.03251|3.41|-1335.989008|-1335.962757|1263.22|306.09|-1335.649722|5.6557|0.02625058|74.0|7.1308|7.1308
25c_a34|0.0|0|0|0.0|7.412764017000001|2|2|1.377881974|0.024837617|-0.014384932|5.351858133|2|0.0|-0.834326082|-0.002827527|-0.056443595|10.95957635|-0.041629027|1|-0.3609280379999999|-0.563411433|-0.5404076879999999|1|0.809687672|0.80135608|0.844690266|0.760055383|0|-0.088513496|-0.113392997|0.478421157|-59.0359041|-75.6298008|29.22363765|0.316768377|-50.44285726|19.49130854|0.537428437|-39.37521522|100.6665476|-21.008278|2884.104654|455.6954382|-14.01190479|0.4625715629999999|13.26192888|0.77182656|-756.6428589|39.09037289|0.037538004|648.0187526000001|25.03674677|0.0|1.0|1.0|1.0|1.0|3.64|0.32|2.18|1.98|1.0|0.0|0.0|2.0|6.0|31.0|421.45|0.0|0.0|-3.28|659.0|0.000523|0.22|1.3|0.0|1.97e-06|0.0008289999999999|-0.03272|4.32|-1426.704645|-1426.666471|1180.85|294.54|-1426.421463|7.12|0.03817361|1.78|5.7496|5.7496
12az_a36|0.0|0|0|0.0|7.412764017000001|2|2|1.297042831|-0.196183836|-0.009570959|5.351858133|2|0.0|-0.593399474|0.000482522|-0.024018255|10.95957115|-0.012800556|1|-0.176729938|-0.289604649|-0.387734368|1|0.884226781|0.812921349|0.858971809|0.8350231859999999|0|-0.071762413|-0.10786263|0.411597359|-50.28669997|-75.58351856|24.36575918|0.180836387|-52.96429617|17.0740303|0.583865006|-35.23783652|99.82512582|-23.45695404|3039.528467|574.0196415|-16.43719536|0.416134994|15.73229538|0.861843195|-953.3573311|40.17530387|0.034594361|766.4854363|24.24160725|1.0|0.0|1.0|1.0|2.0|4.96|0.21|2.83|1.9|1.42|0.0|0.0|1.0|7.0|33.0|441.49|0.0|0.0|-4.15|0.0342|7.13e-05|0.0315|2.62|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|2.68|-1461.990465|-1461.962459|1252.18|343.5|-1461.686269|6.3778|0.02800521|58.0|7.2366|7.2366
21c _a23|0.0|1|1|0.0|7.525639975|0|0|1.197962776|0.178300778|-0.009944003|5.4161004020000005|2|0.731360766|-0.576752175|0.003456487|-0.092608459|10.3132171|-0.039311241|2|-0.0201427689999999|-0.036896213|-0.596546056|2|0.7641222459999999|0.782543953|0.838980345|0.7301130229999999|1|-0.08365474|-0.098699133|0.2571258939999999|-59.46209153|-70.15570019|9.976937758|0.209403563|-49.86692499|7.09164338|0.834557275|-42.26586935|79.71722579|-28.58195193|3161.1237530000003|561.9588018|-20.31615463|0.165442725|16.83467928|0.881854988|-1097.07235|34.24804117|0.013451712|762.0576580000001|9.5615256|0.0|0.0|1.0|1.0|2.0|3.68|0.08|3.1|3.42|2.49|1.0|1.0|1.0|6.0|34.0|468.53|1.0|0.0|-4.72|0.0011|1.92e-05|9.0|2.86|0.0|4.69e-08|2.2e-05|-0.07892|4.47|-1837.964768|-1837.932192|1275.12|338.3|-1837.67081|6.0226|0.03257532|67.0|7.1752|7.1752
3_a4|0.0|0|0|0.0|7.535296702|1|1|1.343866299|-0.241609351|-0.001141383|5.4161004020000005|2|2.180369373|-0.0502208409999999|0.011825591|-0.010537082|10.92992985|0.050638298|1|-0.048796855|-0.08121207|-0.133874898|2|0.637819558|0.773786787|0.8367373309999999|0.623172012|1|-0.052578183|-0.06572153|0.462670692|-25.5405205|-31.92506825|5.133610255|0.080195284|-15.5080075|2.493716402|0.7196876640000001|-12.40663231|39.38579676|-11.97190059|2159.04913|446.8068266|-5.815502811|0.280312336|8.486341272999999|0.7560922609999999|-232.6201124|16.63485592|0.015358792|409.0289917|7.460728516|1.0|1.0|1.0|1.0|0.0|2.99|0.15|4.02|4.11|2.44|0.0|0.0|1.0|2.0|24.0|312.37|0.0|1.0|-4.26|0.0617|5.520000000000001e-05|0.0173|3.12|0.0|6.49e-08|2.03e-05|-0.04964|2.66|-990.6395508|-990.6149055|905.23|305.09|-990.467184|2681.0|0.024645265|104.0|6983.0|6983.0
15b_a10|0.0|0|0|0.0|7.535296702|1|1|1.3438370730000002|-0.197213588|-0.002413027|5.4161004020000005|2|2.0455289690000003|-0.149607679|0.011484257|-0.082365722|10.92966694|-0.058911857|1|-0.174170642|-0.27395395|-0.195505087|2|0.744213612|0.791078367|0.83320417|0.7199249390000001|1|-0.046334564|-0.07358373|0.697099355|-31.76194123|-50.44100799|10.94939968|0.078081026|-34.57687319|7.505718446|0.670236374|-21.77253505|62.53159836|-16.52377848|2716.468606|631.9674549|-11.32690674|0.329763626|11.42472965|0.706711759|-656.9605906|24.65365821|0.017637846|766.4127559|12.09059037|0.0|1.0|1.0|1.0|0.0|3.61|0.32|4.34|4.44|2.14|0.0|0.0|1.0|7.0|31.0|413.51|0.0|0.0|-4.64|0.0185|2.28e-05|0.00943|3.49|0.0|6.609999999999999e-09|2.73e-06|-0.04734|2.74|-1317.766641|-1317.736865|1231.3|329.52|-1317.429772|4.7752|0.02977516|85.0|7.0706|7.0706
21b_a23|0.0|1|1|0.0|7.525639975|0|0|1.197963051|0.094654108|-0.005936474|5.4161004020000005|2|0.745297595|-0.326506055|0.01055698|-0.103470358|10.31321725|-0.0490623259999999|2|-0.069382957|-0.130528352|-0.481470603|2|0.7038407329999999|0.7717839409999999|0.8339434929999999|0.668547062|1|-0.0596425779999999|-0.083105261|0.224930782|-41.81114831|-58.25915868|10.15224639|0.0692712809999999|-40.84133198|7.117014296|0.812334718|-29.31080756|67.68046598|-23.98906534|3074.083057|652.4673795|-16.81701905|0.187665282|16.20152864|0.846591917|-857.6679716|29.53101081|0.013439264|712.6737861|9.421307298|0.0|0.0|1.0|1.0|1.0|3.59|0.08|3.92|4.2|2.6|1.0|0.0|1.0|5.0|33.0|450.52|0.0|0.0|-5.22|0.000361|6.06e-06|0.00273|3.7|0.0|1.43e-08|6.45e-06|-0.08401|3.57|-1761.498874|-1761.4722969999998|1247.38|342.15|-1761.230923|9.5312|0.02657688|85.0|7.0691|7.0691
12ag_a36|0.0|0|0|0.0|7.412764017000001|2|2|1.297044434|-0.042092217|-0.008085448|5.351858133|2|0.0|-0.436614203|-0.002526241|0.0070889269999999|10.96052849|-0.050147748|1|-0.101303149|-0.217394466|-0.445549431|1|0.724208473|0.835013502|0.8910146309999999|0.698414933|0|-0.082492792|-0.1081585809999999|0.26896187|-52.02834065|-68.21579593|12.70005599|0.253169906|-43.02381535|8.009946323|0.758897371|-32.81436052|80.40643223|-24.55768654|2773.9654530000003|471.0269757|-15.48857353|0.2411026289999999|15.13240062|0.927847116|-774.4286762999999|32.35969377|0.019328689|595.8790650000001|12.1906363|1.0|0.0|1.0|0.0|2.0|4.72|0.14|3.13|2.44|2.4|0.0|0.0|1.0|5.0|30.0|399.42|0.0|0.0|-4.16|0.0515|6.96e-05|0.0278|2.78|0.0|1.4e-07|5.58e-05|-0.05486|3.41|-1332.185403|-1332.151245|1112.68|334.04|-1331.9454449999998|5.4459|0.03415856|17.0|7.7696|7.7696
12c_a5|0.0|0|0|0.0|6.605297921|1|1|1.236775191|-0.212798523|-0.002685954|4.59511985|3|0.0|-0.16115723|0.0054189009999999|-0.096073591|10.9455378|0.0072946769999999|1|-0.01261147|-0.020144382|-0.223631474|2|0.808899433|0.797601178|0.8446264459999999|0.782051277|0|-0.070873852|-0.066083881|0.450827114|-46.62294305|-43.47195613|10.77147171|0.158907079|-28.59715492|7.085796743|0.583585895|-30.6699685|59.40070647|-14.74941369|2697.345008|553.2961182|-9.702606135|0.416414105|13.53008071|0.855075538|-543.3459436|25.27376659|0.024214085|735.3048881|15.92875034|0.0|1.0|1.0|1.0|2.0|3.27|0.24|5.03|4.32|1.57|0.0|0.0|1.0|6.0|31.0|411.5|0.0|0.0|-4.33|0.0336|4.64e-05|0.0191|2.84|0.0|4.93e-10|2.03e-07|-0.04565|2.06|-1316.542713|-1316.5202869999998|1200.02|309.06|-1316.244961|3.0135|0.02242648|47.0|7.3279|7.3279
14f_a23|0.0|1|1|0.0|7.423568444|0|0|1.197963246|-0.002304087|-0.006791105|5.351858133|2|0.745818086|-0.373510774|0.010561248|-0.0555907109999999|10.3132176|-0.041351617|2|-0.110069159|-0.199540201|-0.399688849|2|0.756252127|0.796412133|0.854683662|0.71381683|1|-0.059927056|-0.084419703|0.2096108239999999|-40.51498423|-57.07376861|18.34483401|0.105837608|-38.58595734|12.40242234|0.665778294|-27.39103254|74.08536976|-21.26277654|3014.916135|604.5178506|-14.37516058|0.334221706|15.58565565|0.918402793|-733.1331894|31.93672236|0.025162423|683.7405759|17.01160115|0.0|0.0|1.0|1.0|1.0|3.57|0.09|3.42|4.03|2.72|1.0|0.0|1.0|6.0|32.0|441.51|0.0|0.0|-5.02|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|-0.07163|3.23|-1744.452086|-1744.429532|1210.19|346.78|-1744.182678|6.3534|0.02255331|2.0|8.6459|8.6459
10_a27|0.0|0|0|0.0|6.605297921|0|0|1.400533489|0.122016352|-0.006285923|4.59511985|2|1.296293777|-0.282866526|0.00991794|0.034318674|10.93783185|-0.000903965|1|-0.2030237389999999|-0.341622797|-0.487435299|2|0.639413469|0.804375252|0.862408925|0.614205449|1|-0.061299064|-0.087022238|0.346344305|-32.5969511|-46.27574168|9.399794974|0.147337847|-24.60801194|4.998521009|0.7453606909999999|-17.33405307|55.05868025|-16.5270506|2270.538352|453.4194305|-8.788575695|0.254639309|12.9316403|0.912640238|-369.1201792|22.1732254|0.01651645|424.8821143|8.782938574|1.0|0.0|0.0|1.0|0.0|3.01|0.16|2.81|2.97|2.25|0.0|0.0|1.0|3.0|25.0|331.37|0.0|1.0|-3.92|0.0882|0.0001189999999999|0.0394|2.55|0.0|5.81e-07|0.000192|-0.0498|4.66|-1083.137871|-1083.1151289999998|958.95|298.79|-1082.956472|4.6684|0.0227416|69.0|7.1612|7.1612
13_a15|0.0|0|0|0.0|0.0|1|1|1.4356889940000002|-0.139434143|-0.006348913|0.0|3|0.0|-0.393632585|0.001806571|-0.031047852|10.95980212|0.005149745|0|-0.173728081|-0.272482143|-0.357554652|2|0.843715005|0.729838386|0.7784213259999999|0.796300317|0|-0.068526782|-0.098053528|0.708462114|-43.2365883|-61.86632281|10.21906987|0.114512421|-39.03420883|6.447664726|0.755283433|-27.279882500000003|72.41636305|-21.33321476|3028.485145|558.6934137000001|-13.46007201|0.244716567|10.07307988|0.931684902|-780.6841766|28.24531009|0.01672103|830.7967967000001|10.55004024|1.0|1.0|0.0|0.0|1.0|4.13|0.07|4.33|6.69|2.52|0.0|0.0|1.0|6.0|34.0|448.52|1.0|0.0|-6.1|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03946|5.04|-1450.756042|-1450.727602|1231.11|482.03|-1450.399387|3.5479|0.02844037|6.0|8.2218|8.2218
1_a1 (SKF-104365)|0.0|0|0|0.0|7.535296702|1|1|0.626769342|0.011230812|-0.006055958|5.4161004020000005|1|0.0|-0.218014497|0.000663414|-0.10236005|10.33812228|0.11172918|1|-0.123703409|-0.300426726|-0.505981356|1|0.57031697|0.7926983559999999|0.857919181|0.551667506|0|-0.067997692|-0.081192283|0.2405471019999999|-31.45099608|-37.55389489|6.18316314|0.186844249|-17.369816|2.859900586|0.709744919|-14.547040099999998|46.32985169|-13.65596178|1997.193006|376.1092109|-6.316296726|0.290255081|9.042613965|0.71469847|-208.4377919|19.24066156|0.018973797|297.2783688|8.775956802|1.0|1.0|1.0|1.0|0.0|2.97|0.12|3.93|4.28|2.52|0.0|0.0|1.0|2.0|21.0|297.35|0.0|1.0|-4.02|0.0472|9.65e-05|0.0287|2.96|0.0|9.93e-07|0.000295|-0.03482|3.45|-1279.084677|-1279.060907|809.96|318.72|-1278.971649|4.5773|0.02377006|1.6|5.7959|5.7959
12aa_a30|0.0|0|0|0.0|7.412764017000001|2|2|0.604983643|-0.101407312|-0.008848121|5.351858133|2|0.0|-0.539735362|0.003529389|0.059360681|10.31162784|-0.007369513|1|-0.12254489|-0.207153446|-0.394520145|1|0.8397577820000001|0.809127478|0.855880335|0.794193541|0|-0.078042288|-0.101368383|0.418522684|-54.50378741|-70.79444906|21.58471858|0.1873486869999999|-49.44198469|15.0745057|0.630759573|-38.06478415|91.51563481|-23.59814969|3115.249471|567.5458219999999|-16.48066156|0.369240427|16.21199661|0.872457337|-939.3977091|37.41227352|0.029670025|792.3440337000001|20.72118575|1.0|0.0|1.0|1.0|1.0|4.86|0.21|3.94|2.63|2.2|0.0|0.0|1.0|7.0|33.0|458.54|0.0|0.0|-5.0|0.00113|9.94e-06|0.00456|3.81|0.0|1.47e-07|6.720000000000001e-05|-0.04966|3.34|-1804.818818|-1804.784381|1275.73|357.9|-1804.516348|5.8962|0.03443621|8.0|8.1135|8.1135
