molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|SRW09|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|BIC2|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PNSA5|RPSA|TPSA_x|FNSA4|RPCS|FNSA1|FNSA2|WNSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|WNSA2|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
16_a3|0.0|0|0|0.0|0.0|6.823286122000001|0.605020428|0.183636734|-0.010031024|4.727387819|2|0.027762972|1.614080058|-0.371147877|-0.010377537|-0.013328983|10.31163046|-0.018884246|1|-0.008409607|0.069124437|0.0032314229999999|-0.614173961|2|0.767641592|-0.031683873|0.640070307|1|0.6974791290000001|-0.108919585|0.252612735|-49.45999101|0.302520871|149.4199775|-0.041233465|82.16042286|0.8296818009999999|-1.401937796|-26.57128935|0.484889078|2184.788331|344.4962834|1290.305313|-10.05903863|0.1703181989999999|5.780331402000001|0.941329444|-342.00731349999995|0.0143895839999999|834.5848652000001|7.107249553|1.0|1.0|1.0|1.0|3.13|2.59|4.74|4.57|92.93|2.26|0.0|90.44|0.0|2.0|-4.98|-5.89|322.36|1.0|-4.49|0.0104|3.35|0.0|6.97e-08|3.2208|3.2208|-1371.388717|-1371.360243|856.09|384.94|368.22|0.6944100000000001|0.6944100000000001|-1371.250459|0.3866|-0.13195|2.8688|-0.2029|-1371.297964|42.0|7.3768|7.3768
3_a3|0.0|0|0|0.0|0.0|7.285506549|0.605000514|0.159413311|-0.010040064|5.283203728999999|1|-0.015653979|2.063441043|-0.3413621639999999|-0.007818326|0.0483259979999999|10.31154314|0.069435247|2|-0.006362643|-0.030486489|0.041786524|-0.599804962|1|0.8083172479999999|0.123113049|0.8495058259999999|1|0.7538064790000001|-0.107269779|0.583866845|-45.05306124|0.246193521|112.2682304|-0.035057023|75.88125246|0.7000038270000001|-1.086767728|-22.30683222|0.415122657|2092.406045|343.74795510000007|1349.6286710000002|-7.290134722999999|0.299996173|5.025797436|0.709760196|-225.9941764|0.023287455|707.9728057|10.6194566|1.0|1.0|1.0|1.0|3.11|2.39|5.0|4.07|121.17|1.41|0.0|88.36|0.0|2.0|-5.48|-5.88|310.4|1.0|-4.39|0.0126|3.26|0.0|7.009999999999999e-07|5.8458|3.3475|-1592.904586|-1592.873593|817.21|370.38|316.65|0.29441|0.69206|-1592.792349|0.0851|-0.14599|2.1507|-0.20969|-1592.839065|1175.0|5.93|5.93
18c_a30|0.0|0|0|0.0|0.0|7.412764017000001|0.604986846|0.12157783|-0.0109670669999999|5.351858133|2|0.011887112|0.0|-0.625122815|-0.003436924|0.0119521719999999|10.31163825|-0.0351777|1|-0.002215642|0.0211588229999999|0.003429114|-0.562807327|1|0.8303425640000001|-0.058608635|0.802578397|0|0.717052026|-0.105618255|0.42531141|-75.33411705|0.282947974|191.0545887|-0.042101245|103.215593|0.7859920029999999|-2.2313660090000003|-48.15493021|0.448899917|3002.59061|484.1740985|3094.729399|-19.19537998|0.214007997|7.646050338999999|0.81455244|-1017.355139|0.018410634|1916.918155|12.43138832|1.0|0.0|0.0|2.0|4.85|0.0|3.04|1.72|124.74|2.06|0.0|135.37|0.0|6.0|-5.01|-7.05|441.51|0.0|-4.3|0.0221|2.74|0.0|6.520000000000001e-07|3.4848|3.4848|-1744.500825|-1744.455795|1209.11|355.78|543.46|0.69123|0.69123|-1744.2261030000002|0.3879|-0.14225|6.6462|-198.0|-1744.28923|12.0|7.9208|7.9208
13b_a50|0.0|0|1|0.0|0.0|7.934155233999999|1.267593379|-0.067327798|-0.003876697|5.82008293|2|-0.0204949039999999|2.117002752|-0.263615417|0.010435712|-0.042022102|10.94500743|-0.054716607|2|0.011379776|-0.03182432|-0.173463805|-0.319215353|1|0.788327682|-0.097736369|0.71935296|1|0.906164013|-0.051509874|0.435064196|-57.74541064|0.093835987|67.07377798|-0.026928544|150.45293569999998|0.700410304|-1.696498291|-26.31826007|0.4321103879999999|3036.874979|647.7242444|2147.355856|-13.75876844|0.299589696|9.514897025|0.7609056040000001|-866.8024118999999|0.017277404|1731.347493|12.34985404|1.0|1.0|1.0|0.0|4.78|4.17|4.24|5.12|66.99|2.52|0.0|133.36|0.0|7.0|-5.02|-6.3|455.55|0.0|-5.1|0.00361|3.91|0.0|5.87e-08|4.2315|4.1161|-1470.401544|-1470.3699789999998|1339.39|301.22|617.26|0.65332|0.63872|-1470.039226|0.1553|-0.1701599999999999|5.5271|-0.19622|1470.104535|1.83|5.7375|5.7375
19_a31|0.0|1|0|3.2411335510000003|0.0|7.401841579|0.61013725|0.062492295|-0.01001901|5.351858133|0|-0.044625452|0.0|-0.46087445|-0.005956522|-0.040386271|10.31169935|-0.081641954|2|-0.0038998559999999|-0.095997335|-0.081398052|-0.615878515|0|0.8558149140000001|-0.138769819|0.6427749970000001|0|0.7312647940000001|-0.0909201569999999|0.279690511|-66.3863707|0.268735206|157.414423|-0.036060715|67.42915967|0.776211804|-1.586671445|-31.1960848|0.446100738|2265.6917350000003|428.3459076|1992.2502|-12.37297805|0.223788196|7.0760696020000005|0.805382437|-544.4110343|0.0152483439999999|1197.365442|8.931875058|1.0|1.0|1.0|2.0|3.44|2.62|5.8|4.33|98.91|1.68|0.0|97.25|0.0|7.0|-4.67|-6.41|358.43|1.0|-3.92|0.0431|2.93|0.0|4.08e-08|5.0344|3.9477|-1489.532192|-1489.4951640000002|1028.58|314.06|537.66|0.5385300000000001|0.7005600000000001|-1489.323855|0.2271|-0.16367|1.7076|-0.20675|-1489.382077|1.8|5.7447|5.7447
20b_a10|0.0|0|0|0.0|0.0|7.535296702|1.343837209|0.048567614|-0.007463406|5.4161004020000005|2|-0.030238422|1.854149459|-0.447804373|0.001965496|-0.042013549|10.92966143|-0.013623188|1|0.002637529|-0.049452599|0.019531637|-0.450145946|2|0.761071345|-0.022843761|0.6980623109999999|1|0.75259177|-0.094975935|0.6741049840000001|-56.53849503|0.24740823|158.09355980000004|-0.033783202|91.02309592|0.7616213270000001|-1.85807612|-38.78052212|0.454087415|3085.433676|480.905232|2257.777328|-13.79433873|0.238378673|7.554743755|0.8317951020000001|-758.6886304|0.0171045989999999|1558.922202|10.92981783|1.0|1.0|1.0|1.0|3.54|3.15|4.23|5.0|95.92|2.41|0.0|129.73|0.0|5.0|-5.22|-6.53|447.49|1.0|-5.09|0.00364|3.52|0.0|1.1699999999999999e-09|5.9354|3.9013|-1465.62724|-1465.587932|1218.74|317.8|482.93|0.3246|669.0|-1465.333983|0.1382|-0.16388|5725.0|-0.2217199999999999|-1465.395231|1.1|5.9586|5.9586
14u_a23|0.0|0|1|0.0|0.0|7.423568444|1.197962732|-0.066969083|-0.007017844|5.351858133|2|0.050530143|0.743634137|-0.385981432|0.010561248|-0.026062012|10.31321759|-0.0569153009999999|2|0.010508236|0.091604179|-0.110069159|-0.4086345999999999|2|0.787538583|-0.094773814|0.71381683|1|0.909754912|-0.055259924|0.445665682|-57.75236052|0.090245088|60.27663131|-0.033908155|50.47632596|0.702868983|-1.729315897|-24.65250654|0.47648509|3015.478095|607.6448353|2430.634114|-15.12707504|0.297131017|7.392527755|0.910165272|-771.4808267999999|0.023582305|1643.332169|15.75112771|0.0|1.0|1.0|1.0|3.59|3.68|3.42|4.03|114.25|2.72|1.0|126.78|0.0|6.0|-5.63|-6.47|441.51|0.0|-5.02|0.0042299999999999|3.55|0.0|3.11e-08|4.0409|3.1819|-1744.446261|-1744.422541|1214.4|389.66|549.0|0.4523|0.6703100000000001|-1744.1781010000002|0.0008|-0.1543|5.9743|-0.21613|-1744.2405670000005|6.0|8.2449|8.2449
19d_a38|0.0|1|0|3.314284769|0.0|7.412764017000001|1.297043205|0.013465335|-0.0120676969999999|5.351858133|2|0.019858574|0.0|-0.6999264340000001|-0.011156837|-0.0555594909999999|10.95446448|-0.024688524|1|-0.00835812|0.041924146|-0.060668296|-0.529632789|1|0.853092207|-0.039361255|0.730686013|0|0.63167949|-0.116424545|0.3509455999999999|-80.2776536|0.36832051|236.7675313|-0.04393982|115.6739235|0.7494816990000001|-2.372750256|-48.11018574|0.478151237|3055.168373|406.0626253|2995.494247|-18.15727844|0.250518301|7.056031803|0.916264002|-980.493036|0.022660131|2035.106956|14.56661536|0.0|0.0|0.0|4.0|4.91|2.38|2.34|1.65|124.32|1.65|0.0|133.79|0.0|6.0|-3.87|-7.84|444.46|0.0|-3.62|107.0|1.65|0.0|3.94e-07|5.3771|3.6586|-1500.898316|-1500.850957|1171.77|338.89|517.77|0.3356699999999999|0.6957800000000001|-1500.621723|0.0699|-0.15054|7.9959|-0.20145|-1500.683599|11.0|7.9586|7.9586
18d_a30|0.0|0|0|0.0|0.0|7.412764017000001|0.6049874|0.041146136|-0.0072724869999999|5.351858133|2|-0.071608958|0.0|-0.385441836|0.001139238|-0.053728319|10.31163881|-0.087019298|1|0.002064369|-0.159104532|-0.0541804029999999|-0.4624430539999999|1|0.815003426|-0.149451598|0.64876559|0|0.803280262|-0.07812727|0.346980269|-65.3088221|0.196719738|124.5022473|-0.037906966|0.0|0.783284395|-1.85744132|-31.29400567|0.443774287|2848.574353|508.389239|2894.162522|-15.18369704|0.216715605|7.063141946|0.797831306|-744.0011548|0.016577694|1500.807121|10.49188139|1.0|1.0|0.0|1.0|4.75|0.0|4.25|3.18|81.65|3.2|0.0|127.24|0.0|5.0|-5.39|-6.02|416.47|0.0|-5.01|0.00405|3.97|0.0|1.26e-07|5.0125|3.4682|-1675.020297|-1674.987709|1129.46|357.49|508.7|0.4325|0.69017|-1674.785879|0.3788|-0.14167|5.0115|-0.19673|-1674.8453470000002|21.0|7.6737|7.6737
26_a47|0.0|0|1|0.0|0.0|6.86171134|1.304328272|0.11828578|-0.012090143|4.727387819|2|-0.110530752|0.956774672|-0.544056455|-0.0098410169999999|-0.046771537|10.94972213|0.0081426509999999|1|-0.008325552|-0.24731748|-0.035472095|-0.5899218279999999|2|0.845040087|0.0120097289999999|0.651797437|1|0.7104381999999999|-0.098127284|0.549740398|-59.08415114|0.2895618|168.2587945|-0.038735145|60.07342336|0.717639177|-1.626876095|-33.13315474|0.474969855|2625.572598|412.8219782|1341.904566|-13.07911017|0.282360823|6.945070057000001|0.90465254|-549.3226272|0.024619511|1317.300461|14.3059247|0.0|1.0|1.0|2.0|3.13|2.66|2.84|4.68|98.72|2.59|0.0|104.8|0.0|4.0|-4.86|-6.51|396.81|1.0|-4.56|11.0|3.12|0.0|5.97e-08|4.7963|3992.0|-1696.096597|-1696.075481|1006.59|310.58|443.78|0.50921|0.68707|-1695.9387359999998|77.0|-0.16642|3.6825|-0.22921|-1695.993821|13.0|7.9|7.9
3t_a32|0.0|1|1|3.4477303|0.0|7.765993078999999|0.609420752|0.028840888|-0.006089333|5.733341277|0|0.028527045|2.141978747|-0.304466646|9.83e-05|0.012069208|10.31100267|-0.086478322|3|0.00139283|0.049606573|-0.070331512|-0.496165036|0|0.822076702|-0.146047869|0.687253845|1|0.828676243|-0.080203824|0.217914628|-61.58101978|0.171323757|108.2086749|-0.026967947|0.0|0.684474482|-1.267493496|-31.99514268|0.481726305|2530.60497|523.3947687|2241.507646|-10.75813179|0.315525518|8.107111779|0.929482453|-505.632194|0.017184783|1169.58817|10.85396804|1.0|1.0|1.0|1.0|3.58|3.41|7.65|5.42|128.01|1.74|0.0|112.48|0.0|7.0|-6.48|-5.81|396.53|1.0|-4.93|0.00462|4.09|0.0|9.86e-09|3.5487|3.5487|-1864.708995|-1864.678788|1129.24|349.38|575.45|0.70286|0.70286|-1864.472646|0.2906|-0.14739|1.2641|-0.20246|-1864.534478|9.0|8.0458|8.0458
18_a20|0.0|1|0|3.463603867|0.0|6.842683282|1.400923654|0.1160337319999999|-0.008841844|4.727387819|2|0.163548857|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|-0.004071701|0.268927191|0.001996439|-0.597167441|2|0.7602869659999999|-0.090732503|0.778639593|1|0.76136176|-0.0927760219999999|0.356461863|-63.36348363|0.23863824|158.7879106|-0.035934845|82.70867776|0.8109110409999999|-1.904546783|-41.07622672|0.483668611|2809.844943|506.6038164|1822.210286|-15.91001426|0.1890889589999999|8.011174137000001|0.936740671|-843.230756|0.013457694|1562.772745|8.954638548|1.0|1.0|1.0|2.0|3.48|2.76|5.54|4.69|97.55|2.06|0.0|125.07|0.0|5.0|-5.59|-6.13|419.48|1.0|-5.16|0.0029|3.85|0.0|9.93e-11|5.9778|3.5355|-1352.364724|-1352.32685|1204.88|350.69|531.11|0.31154|0.6953699999999999|-1352.073755|0.2011|-0.14685|5.3978|-0.20289|-1352.135304|34.0|7.4685|7.4685
16_a47|0.0|1|1|2.890539668|0.0|6.605297921|1.417579067|-0.134455235|-0.0056780519999999|4.59511985|2|-0.08282926|1.491023983|-0.23280014|-0.005688938|0.001426202|10.95023129|0.0506476009999999|1|-0.004153659|-0.236994128|-0.02006804|-0.3379683979999999|2|0.812131575|0.081171071|0.57616624|1|0.691860453|-0.093207587|0.421094692|-48.19609034|0.308139547|159.6978638|-0.034261359|0.0|0.697929921|-1.301931629|-25.03540372|0.473257697|2315.178558|358.566882|833.8646097|-9.202544293|0.302070079|6.855429069|0.898461533|-349.69668310000003|0.0234786339999999|966.7808252999998|12.16814835|1.0|0.0|1.0|2.0|2.93|1.95|4.47|5.19|66.49|2.72|0.0|91.55|0.0|3.0|-4.34|-6.04|337.33|1.0|-4.42|13.0|3.27|0.0|6.8099999999999994e-09|4.4393|4.0806|-1167.046301|-1167.0124560000002|894.43|303.84|395.28|0.59209|0.6743899999999999|-1166.901251|0.0909|-0.16851|2.3795|-0.22568|-1166.951551|1.0|9.0|9.0
15a_a22|0.0|0|0|0.0|0.0|6.842683282|1.4229176680000002|-0.136588366|-0.0050042229999999|4.727387819|2|0.021482585|1.614660505|-0.280236463|0.005288335|-0.057308195|10.9464374|-0.015194063|1|0.005757758|0.036467904|-0.097476465|-0.360663314|2|0.7392451729999999|-0.027029438|0.655865336|1|0.86664032|-0.061755825|0.410151945|-55.4621036|0.13335968|90.52525878|-0.031425179|65.53409434|0.702735071|-1.634109304|-28.45564196|0.444668211|2884.815511|588.2800507999999|2169.226845|-14.47998862|0.297264929|8.157552588|0.800725296|-752.9594081|0.0216014629999999|1578.4640869999998|14.66318798|1.0|1.0|1.0|1.0|3.42|2.86|3.87|4.31|85.59|1.73|0.0|124.05|0.0|6.0|-4.65|-6.61|420.47|1.0|-4.68|0.00881|3.18|0.0|6.1e-10|5.0577|3.6496|-1368.35331|-1368.321775|1189.31|339.72|541.27|0.41078|0.69076|-1368.0755869999998|0.0955|-0.15281|5.2588|-0.21285|-1368.1368730000002|143.0|6.8447|6.8447
11_a47|0.0|0|0|0.0|0.0|0.0|1.381898438|0.035230036|-0.007767503|0.0|3|-0.0586047379999999|1.311097861|-0.427212659|-0.007419345|0.081235787|10.93671007|0.046339015|0|-0.00580273|-0.120383371|-0.038723054|-0.451384505|3|0.715054643|0.07716247|0.686454722|1|0.796863393|-0.08164597|0.572646116|-59.10798423|0.203136607|124.4421556|-0.035945973|1.882633323|0.816608795|-1.833244617|-30.64032829|0.4686568239999999|2842.168734|488.1611434|2201.328597|-13.48990542|0.183391205|5.966142027|0.8820228529999999|-687.9851765999999|0.0128657439999999|1375.2628029999998|7.881596968999999|1.0|0.0|1.0|2.0|3.28|3.15|5.58|6.68|70.93|3.0|0.0|124.7|0.0|4.0|-6.29|-5.28|422.45|1.0|-6.03|0.000394|5.06|0.0|2.81e-11|3.7253|3.7253|-1396.184699|-1396.145101|1146.42|332.82|549.52|0.6915399999999999|0.6915399999999999|-1395.922861|0.2321|-0.1546|2.9142|-0.20554|-1395.980918|0.04|7.4|7.4
5_a27|0.0|0|0|0.0|0.0|6.823286122000001|1.4026035369999998|0.126882432|-0.0063562359999999|4.727387819|2|-0.149034787|1.271687295|-0.286030638|0.00991794|-0.125237927|10.93772408|-0.013448351|1|0.010329671|-0.250776983|-0.2030237389999999|-0.4982037479999999|2|0.760083119|-0.020087122|0.614205449|1|0.8531787759999999|-0.055979434|0.333977277|-44.83538435|0.146821224|77.37301579999999|-0.030385206|56.35994804|0.741481472|-1.276178645|-15.54640123|0.439066197|2273.906133|449.6149323|1254.531539|-8.438466859|0.258518528|6.160679036|0.7827415529999999|-354.41560810000004|0.016479312|907.0095354|8.684398894|0.0|1.0|1.0|0.0|3.07|3.11|2.94|2.8|65.6|2.66|0.0|97.55|0.0|2.0|-3.61|-6.49|331.37|1.0|-4.01|0.0324|2.58|0.0|6.04e-07|4.0989|4.0989|-1083.143246|-1083.124207|955.22|302.48|463.87|0.64548|0.64548|-1082.967639|0.2448|-0.16952|2.3781|-0.21506|-1083.019748|3.0|8.5229|8.5229
14m_a23|0.0|0|1|0.0|-4.405643132|7.423568444|1.197955072|0.05521348|-0.008929306|5.351858133|2|0.028217372|0.665608656|-0.482182526|0.001027627|-0.034213923|10.3132176|-0.050626415|2|0.001951778|0.0879380709999999|-0.07256543|-0.527662006|2|0.798384929|-0.072906704|0.5415996160000001|1|0.9258118|-0.072795329|0.268552591|-62.09952738|0.0741882|51.59888942|-0.039285786|0.0|0.7958339090000001|-1.964289314|-35.21393496|0.476833897|3255.247038|643.9145427|2263.262957|-19.00406438|0.204166091|8.595073462|0.911438824|-950.2032192|0.017997351|1716.6767920000002|12.51739962|1.0|1.0|1.0|1.0|3.51|3.17|4.42|6.19|105.02|3.82|1.0|125.29|0.0|6.0|-6.38|-6.06|479.48|0.0|-5.79|0.000773|4.46|0.0|5.94e-09|3.6774|3.6774|-1966.968005|-1966.945041|1209.21|337.15|572.31|0.65552|0.65552|-1966.721362|0.3335|-0.15208|6.1522|-0.23555|-1966.785519|3.0|8.5171|8.5171
12i _a30|0.0|0|0|0.0|0.0|7.412764017000001|0.604984133|0.04580336|-0.00691453|5.351858133|2|-0.0982344169999999|0.0|-0.366470081|0.00372838|0.0109710489999999|10.31162888|-0.072247675|1|0.003603419|-0.172434349|-0.051371057|-0.469854551|1|0.831176513|-0.1240820219999999|0.7463962120000001|0|0.8434291340000001|-0.076575246|0.356921662|-63.00408424|0.156570866|102.235113|-0.037414255|0.0|0.806299097|-1.833298476|-32.64875738|0.479900127|2860.704198|550.7287204|2280.31966|-15.95200773|0.193700903|8.097008872|0.92270764|-781.648379|0.014680721|1484.657003|9.585980094|1.0|1.0|0.0|1.0|4.62|0.0|4.47|3.27|81.65|3.31|0.0|132.29|0.0|5.0|-5.93|-5.75|432.93|1.0|-5.44|0.00156|4.49|0.0|6.03e-08|5.0358|3.5242|-2035.373964|-2035.339603|1167.27|351.81|542.74|0.43157|0.68497|-2035.141693|0.1577|-0.14945|2.5397|-0.2041|-2035.203042|16.0|7.8013|7.8013
16a_a10|0.0|0|0|0.0|0.0|7.535296702|1.325756911|-0.187414728|-0.00230615|5.4161004020000005|2|-0.085711535|2.009832665|-0.152205915|0.011207938|0.014886502|10.92947902|-0.0048530629999999|1|0.011558506|-0.133979603|-0.162508526|-0.1948324069999999|2|0.772481675|-0.008879187|0.72613292|1|0.916148686|-0.052574986|0.3637074329999999|-53.28817038|0.083851314|58.06685151|-0.026063936|99.81657855|0.7270593190000001|-1.615964058|-25.21250404|0.4629532229999999|2862.681038|634.4309626|1823.310808|-12.4990447|0.272940681|8.531706024|0.862035195|-774.9407716|0.014796066|1539.147561|10.24624348|1.0|1.0|1.0|0.0|4.11|4.46|4.73|5.19|56.07|2.47|0.0|133.66|0.0|9.0|-5.22|-5.91|439.55|1.0|-5.17|0.00297|4.33|0.0|3.18e-09|5.6019|3.8718|-1395.158387|-1395.13019|1310.44|320.22|629.65|332.0|0.6852199999999999|-1394.797092|0.0841|-0.1605|3.8323|-0.20697|-1394.861824|47.0|7.3279|7.3279
galu_a46|0.0|0|0|0.0|0.0|7.535296702|1.343828866|0.048375705|-0.00642454|5.4161004020000005|2|-0.090581301|1.721297609|-0.327651527|0.002865697|-0.094815394|10.92740177|-0.1121767259999999|1|0.003107816|-0.150645957|0.028964355|-0.4671565689999999|2|0.81708619|-0.173285585|0.6848692759999999|1|0.7637964079999999|-0.0910072869999999|0.5235416979999999|-49.84028137|0.236203592|132.199522|-0.03220981|68.43088526|0.7832175929999999|-1.513861067|-28.50774993|0.468241745|2501.785113|427.4851161|1755.2047|-10.08962292|0.2167824069999999|6.445819025|0.880553787|-474.2122773|0.013967104|1081.799989|7.817173532999999|0.0|1.0|1.0|1.0|3.27|2.75|3.69|3.51|86.69|1.84|0.0|108.18|0.0|3.0|-3.85|-6.86|369.42|1.0|-3.99|0.0375|2.39|0.0|7.45e-08||||||||||||||||51.0|7.2924|7.2924
12o_a36|0.0|1|0|3.444418304|0.0|7.412764017000001|1.297042837|0.01340619|-0.0100574069999999|5.351858133|2|0.03842353|0.0|-0.613501857|-0.00233752|-0.059733192|10.96036596|-0.010904454|1|-0.000472698|0.065221584|-0.126068378|-0.5110239679999999|1|0.799869816|-0.01854899|0.817582774|0|0.7592112809999999|-0.082048664|0.514457955|-76.51720886|0.2407887189999999|173.4105814|-0.03541591|112.1259723|0.666462845|-2.018706878|-42.554984000000005|0.469699889|3009.981519|546.7667677000001|2778.220342|-18.36865355|0.333537155|7.322888607|0.885724665|-1047.013252|0.026586303|2181.407379|19.1468529|0.0|0.0|0.0|3.0|4.97|0.0|2.38|1.65|98.3|1.49|0.0|138.06|0.0|7.0|-3.54|-7.66|438.48|0.0|-3.64|0.0997|1.85|0.0|1.1800000000000001e-07|5.1927|3.8726|-1440.969954|-1440.926241|1240.51|320.16|560.88|0.36719|0.67273|-1440.671057|0.2888|-0.15695|4.9237|-0.21151|-1440.734965|0.04|7.3979|7.3979
6_a1|0.0|0|0|0.0|0.0|7.535296702|1.3488280769999998|-0.092471477|-0.005477033|5.4161004020000005|1|-0.114683042|0.0|-0.230035376|0.005054086|-0.00983397|10.95180041|-0.0538497079999999|1|0.006851583|-0.180874123|-0.230322048|-0.353456514|1|0.798346291|-0.095907969|0.741035199|0|0.8782596159999999|-0.057199415|0.212044989|-37.41011914|0.121740384|58.82435931|-0.0238222729999999|95.13138767|0.576759436|-0.929068634|-13.35477777|0.4218263379999999|1956.144556|424.3707604|1383.161829|-5.56196523|0.423240564|5.555887839|0.7295841470000001|-216.916644|0.025250885|778.3512535|12.20110458|1.0|0.0|1.0|0.0|2.94|2.54|3.61|3.57|39.94|1.75|0.0|86.31|0.0|3.0|-3.12|-6.21|291.35|1.0|-3.68|0.0613|2.63|0.0|9.51e-07|4.0635|4.0635|-935.5024827|-935.4750982|875.29|305.12|405.23|0.69818|0.69818|-935.330989|0.3399|-0.16784|5.8386|-0.1899799999999999|-935.378591|5.1|5.2924|5.2924
12g_a31|0.0|1|0|3.42813681|0.0|7.765993078999999|0.6101363000000001|0.0716209459999999|-0.01500347|5.733341277|0|0.045747231|0.0|-0.7501734859999999|-0.008464411|-0.0733026079999999|10.31169877|-0.082116813|2|-0.0054114869999999|0.074878295|-0.0497478109999999|-0.57758443|0|0.819234772|-0.1386819869999999|0.7983388929999999|0|0.58271093|-0.1284353869999999|0.325789284|-80.52794936|0.41728907|256.26669530000004|-0.039059048|548.1594997999999|0.6886488690000001|-1.835775276|-48.43898314|0.470244801|2514.363249|357.8560168|1859.940155|-14.73099143|0.311351131|8.098256552|0.887664343|-692.3565973|0.02515117|1637.106139|15.44590447|1.0|1.0|1.0|2.0|3.61|2.51|5.19|3.44|131.36|0.86|0.0|103.26|0.0|7.0|-4.92|-6.86|384.45|1.0|-3.79|0.0627|2.52|0.0|3.55e-07|3.8349|3.8349|-1578.846191|-1578.800869|1090.41|323.3|542.78|0.70068|0.70068|-1578.605452|265.0|-0.15917|1.6279|-0.19241|-1578.66792|0.11|6.9586|6.9586
14ae_a23|0.0|0|1|0.0|0.0|7.423568444|1.1979624290000002|-0.033049777|-0.007539122|5.351858133|2|0.026913008|0.7338690390000001|-0.4448081789999999|0.008996289|-0.0174992419999999|10.31321689|0.0289586779999999|2|0.009675528|0.047563299|-0.143336826|-0.363230717|2|0.7830067820000001|0.0469453379999999|0.7317531540000001|1|0.872362051|-0.065169397|0.202342743|-62.38566188|0.127637949|91.4475768|-0.0269140239999999|110.5716332|0.53040766|-1.480271319|-33.45249142|0.479058976|3212.850883|625.0131414|2575.36078|-13.81539807|0.46959234|8.123993885|0.919603093|-759.846894|0.034488074|1999.511567|24.70935041|0.0|1.0|1.0|1.0|3.74|3.76|3.48|4.03|123.48|2.42|1.0|133.27|0.0|7.0|-5.8|-6.68|471.53|0.0|-5.08|0.0038799999999999|3.52|0.0|2.49e-08|3.6036|3.6036|-1858.967022|-1858.952529|1285.52|344.06|627.57|0.58144|0.58144|-1858.675325|0.3205|-0.14537|7.0211|-0.21659|-1858.7404850000005|2.0|8.6038|8.6038
9i_a24|0.0|1|0|2.9199957480000003|0.0|7.153833802|1.4281889280000002|-0.113620183|-0.005148312|5.209486153|2|-0.076024544|0.0|-0.190487553|0.004814196|-0.087363979|10.96661275|-0.00532872|2|0.005891639|-0.140841749|-0.1818753839999999|-0.32068769|2|0.822658951|-0.0106944439999999|0.73094562|0|0.8260893640000001|-0.064657333|0.379687415|-33.00219474|0.173910636|82.21166337|-0.024639839|1.634015079|0.499238289|-0.837754515|-14.44881966|0.468272544|2061.729154|390.5119445|761.9885477000001|-5.506205845|0.500761711|5.946747117|0.8806627109999999|-187.2109987|0.038195951|793.2611447|18.05612763|1.0|0.0|1.0|1.0|2.76|1.36|2.42|2.72|72.28|0.67|0.0|82.17|0.0|3.0|-2.6|-7.01|288.31|0.0|-3.1|228.0|1.48|0.0|8.95e-07|4.6212|4.1459|-945.286637|-945.2626532|825.7|299.06|363.15|0.58977|0.6755800000000001|-945.174716|0.0029|-0.17204|7.1135|-0.21943|-945.222448|88.0|7.0555|7.0555
