molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|GATS1are|BIC2|MATS8s|MATS8d|SIC2|RASA|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
9b_a36|0.0|1|0|3.513187594|0.0|0|7.412764017000001|2|2|-0.0058276019999999|5.351858133|-0.023369916|0.040166667|0.082806042|0.0|-0.308862918|0.005050384|-0.077361324|-0.06502499|1|1|0.005458948|0.146828453|-0.094526372|0.8421237309999999|0.7885597609999999|-0.034830997|-0.1177413269999999|0.842671963|0.8453794609999999|-0.098301686|0.017007854|-46.58565720000001|-61.73294817|10.68084402|67.12293326|-0.036110824|-38.76797062|0.0|0.78242217|-1.769430355|-29.25555061|-22.67740953|57.26650122|2715.020034|530.8939077|-1111.193067|2464.2160510000003|-14.24129533|13.80758516|0.828997331|5838.085413000001|136.63774650000002|-697.8234711|28.98359786|0.015872498|1420.196295|9.967846072|0.0|0.0|4.73|0.0|0.14|17.0|-6.64|3.6|2.76|0.0|126.17|5.0|-4.6|4.0|-6.46|398.48|0.0|0.0|2.48|-4.43|2.49e-05|0.00992|3.2|0.0|2.3100000000000002e-07|9.21e-05|-0.05146|3.8535|3.82|-1575.751975|1127.85|321.74|0.69763|0.69763|-1575.557248|0.5392|6.2846|-1575.616432|8.4288|21.0|7.6778|7.6778
5e_a40|0.0|0|0|0.0|0.0|1|8.149890544|0|1|-0.004925115|6.167516491000001|0.0601021459999999|0.044526749|-0.106497535|0.7768055559999999|-0.162528785|0.009890343|0.158430496|0.029272031|2|2|0.008306061|-0.184667138|0.010397494|0.535506399|0.8092726020000001|-0.402340487|0.0451110059999999|0.877722972|0.864422751|-0.089724264|0.019851304|-36.56222854|-42.66853738|9.440323938|170.7311133|-0.035889706|-20.29110082|51.7148695|0.8223594679999999|-1.076691165|-17.38723451|-17.06741495|46.00255248|1986.384601|411.0778166|-512.0224486000001|512.5703164|-8.116440327000001|12.51197289|0.914944155|4158.984115|84.47727896|-243.4932098|20.75420252|0.012921086|622.6260756|6.144645946|0.0|0.0|3.03|2.73|0.21|14.0|-4.65|4.3|3.74|1.0|79.16|3.0|-4.78|3.0|-5.66|303.77|0.0|1.0|3.33|-4.25|1.66e-05|0.00505|3.51|0.0|2.23e-05|0.00678|-0.07231|3.7138|4.99|-1637.180703|802.38|333.85|0.69675|0.69675|-1637.115238|0.5262|7.87|-1637.162552|10282.0|25.0|7.6021|7.6021
12a_a32|0.0|1|1|3.442930603|0.0|0|7.765993078999999|0|0|-0.009460484|5.733341277|-0.057200812|0.036711712|-0.0134169989999999|2.136609567|-0.463563696|-0.003484915|-0.031249617|-0.074344282|3|3|-0.001662219|-0.024155151|-0.1534110109999999|0.788133615|0.845443342|-0.018578911|-0.125149165|0.8966299409999999|0.788702323|-0.109151429|0.016535497|-53.20970382|-68.06885478|10.31184223|111.9735444|-0.0308471429999999|-42.44899997|62.28768050000001|0.667706375|-1.4189685719999998|-33.18255791|-19.23685026|63.52154605|2572.916338|491.8493928|-884.8951120999999|3030.946307|-11.99645651|13.03685125|0.840404348|5656.0082|207.2244662|-551.8369996|28.81034388|0.021399091|1325.275819|13.34486989|1.0|1.0|3.45|2.85|0.26|19.0|-7.65|6.49|4.19|0.0|110.47|7.0|-6.01|4.0|-6.32|397.52|1.0|1.0|3.6|-4.5|9.78e-07|0.000389|3.39|0.0|2.23e-08|8.86e-06|-0.05222|3576.0|4.63|-1880.734215|1114.3|346.71|0.7025600000000001|0.7025600000000001|-1880.539078|0.2908|3.0517|-1880.600043|4.2371|25.0|7.6021|7.6021
3b_a32|0.0|1|1|3.3653429710000005|0.0|0|7.758333467000001|0|0|-0.007388108|5.733341277|-0.064476472|0.042528736|-0.0411430079999999|2.21541916|-0.265971895|-0.001282231|-0.1113575119999999|0.10614163|3|3|0.00020567|-0.078754696|-0.151445075|0.833920105|0.800396027|0.094335058|0.167519182|0.866250192|0.8407393809999999|-0.100355499|0.014636992|-35.8437493|-49.22963237|7.180211702|74.63320519|-0.033451833|-24.14971513|0.0|0.764128338|-1.103910485|-17.58323784|-16.40987746|43.023961|2092.213643|412.4267349|-541.5259561|1084.520517|-8.049905042|10.69254007|0.854431185|4448.251276|115.707414|-265.6468664|21.47528975|0.0154889019999999|708.6845618|7.59811844|1.0|1.0|3.11|2.57|0.13|19.0|-6.5|6.25|4.43|0.0|88.24|2.0|-5.73|3.0|-5.57|312.41|0.0|1.0|3.68|-4.65|1.86e-06|0.0005809999999999|3.71|0.0|3.19e-07|9.97e-05|-0.05396|3.5545|2.45|-1594.095192|857.0|348.81|0.70257|0.70257|-1594.0008779999998|0.2905|3.5719|-1594.049677|5.7777|6.0|8.2366|8.2366
13b_a5|0.0|1|0|2.948625157|0.0|0|7.153833802|1|1|-0.004573365|5.209486153|0.011339656|0.02468599|-0.006314305|0.0|-0.251535058|0.0064510459999999|-0.104404004|-0.017963913|1|1|0.0066003869999999|-0.010368468|-0.091464693|0.6700114770000001|0.765309977|0.03431921|-0.0330907489999999|0.8184221559999999|0.831557236|-0.074710354|0.0138892369999999|-44.93506461|-48.3067033|8.980592802|14.41650822|-0.02636836|-31.23446039|46.77748445|0.654076389|-1.344786367|-29.05440446|-17.04942469|53.91565742|2661.597781|537.6736515|-869.5206594|1177.571784|-11.0239272|15.48959317|0.837970799|5678.380299|223.6695238|-562.2202871000001|26.06641209|0.021552174|1329.387016|13.93534415|1.0|1.0|2.97|2.64|0.17|23.0|-8.36|4.64|4.06|0.0|119.8|5.0|-4.24|4.0|-6.58|395.46|0.0|1.0|3.26|-4.43|5.69e-05|0.0225|3.01|0.0|4.36e-09|1.72e-06|-0.05177|4.6733|4.66|-1276.030896|1138.73|265.31|0.32779|0.57482|-1275.806761|0.3064|3.5881|-1275.865034|4.7964|0.11|6.9586|6.9586
14a_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0|-0.009312773|4.727387819|-0.1160619169999999|0.043464052|-0.143740653|1.772745969|-0.363198151|-0.00603969|-0.039177314|-0.172643335|1|1|-0.004161699|-0.267665193|-0.094863591|0.882394075|0.7574238740000001|0.164994144|-0.287221775|0.822587422|0.790894937|-0.094609848|0.0140376889999999|-45.12132248|-46.53709886|6.904918591|256.5548327|-0.036792719|-22.89086827|83.70773843|0.7608768779999999|-1.324537874|-22.1944701|-18.09776067|52.02624107|2160.698862|389.0288018|-651.519384|1186.412113|-8.902004327|10.24853699|0.930491715|4716.423352000001|117.6209094|-320.4721558|23.78539971|0.0189212089999999|856.2743893999999|9.307045698|1.0|1.0|3.27|2.2|0.06|21.0|-6.89|4.28|3.71|0.0|93.25|2.0|-4.45|4.0|-6.42|319.38|0.0|1.0|2.76|-3.99|3.54e-05|0.0113|2.58|0.0|1.28e-07|4.08e-05|-0.06736|3.2363|2.44|-1327.485188|822.33|383.1|0.69708|0.69708|-1327.354384|0.4524|3.5358|-1327.403067|4.6689|0.03|7.5229|7.5229
7b_a8|0.0|1|0|3.213855584|0.0|1|7.535296702|1|1|-0.009659873|5.4161004020000005|-0.038810124|0.040873016|-0.024156447|0.0|-0.4829936279999999|0.002074537|-0.052309137|-0.0254956129999999|1|1|0.003191529|-0.039357491|-0.035044152|0.710658316|0.7812177770000001|0.048462902|-0.040994467|0.8453887859999999|0.7223476129999999|-0.1000685009999999|0.033167971|-60.75943432|-59.93853201|19.86678613|145.0783004|-0.041332642|-35.90168309|75.93423425|0.753935657|-1.901301524|-36.39338307|-24.75721974|80.62622045|2776.185773|432.6681725|-1138.832108|1780.952171|-14.82895606|14.76972982|0.918644854|6185.0105140000005|147.3863936|-682.1319788|32.83731114|0.022982731|1510.516312|13.76608164|0.0|1.0|3.49|3.37|0.09|23.0|-7.65|4.48|3.8|0.0|110.8|3.0|-5.25|5.0|-6.15|396.4|0.0|1.0|3.5|-4.94|5.64e-06|0.00224|3.61|0.0|2.25e-08|8.94e-06|-0.06833|4.5945|5.51|-1330.595067|1067.73|269.85|0.44725|0.7025100000000001|-1330.392289|139.0|9.9463|-1330.448193|12.7344|13.53|4.8687|4.8687
12a_a5|0.0|1|0|2.981252568|0.0|0|7.139660336|1|1|-0.00166971|5.209486153|0.043132749|0.023108466|-0.0036987359999999|0.0|-0.09350376|0.00873078|-0.114419442|-0.032601907|1|1|0.008649556|-0.006024869|-0.093973419|0.762866363|0.779533861|0.1121034509999999|-0.063558439|0.829536345|0.894590896|-0.067680123|0.0081891369999999|-36.01436435|-41.59124655|5.032443973|13.74268646|-0.026030816|-25.55893402|0.0|0.746785093|-1.353602454|-22.13179066|-15.99663329|41.04680832|2524.410428|549.7500455|-831.8249311000001|899.5599904|-9.830359239|16.12184989|0.844187448|5294.775577|155.6073368|-511.1786804|21.42066499|0.014342828|1113.8745800000002|8.814051518|1.0|1.0|3.06|2.96|0.21|23.0|-8.83|5.12|4.26|0.0|119.38|5.0|-4.27|4.0|-6.23|381.47|0.0|0.0|3.58|-4.59|5.37e-05|0.0205|3.38|0.0|1.4800000000000003e-09|5.660000000000001e-07|-0.04076|4.6865|2.91|-1201.990542|1140.24|264.55|0.50831|0.67169|-1201.750315|0.0296|2.5642|-1201.8082029999998|3.9457|19.0|7.7212|7.7212
4e_a49|0.0|0|0|0.0|0.0|1|7.535296702|1|1|-0.006602016|5.4161004020000005|-0.074495823|0.036555556|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|0.018857363|1|1|0.000660956|-0.130491035|-0.060391347|0.7541604690000001|0.803344301|0.0063958109999999|0.032396301|0.856023531|0.757062331|-0.087866673|0.017142176|-57.79309816|-53.89448633|10.51443916|313.22432680000003|-0.029288891|-33.05708028|60.11195021|0.650328475|-1.493733437|-35.44835874|-17.96482878|68.30753733|2675.626006|464.3567821|-916.2062675|1647.641653|-11.01902676|15.01788083|0.892633982|5950.361470000001|214.47685|-561.9703647000001|27.6242383|0.023622273|1408.836153|14.48911428|1.0|1.0|3.35|2.89|0.22|21.0|-7.36|3.4|2.83|0.0|114.08|6.0|-3.28|5.0|-7.52|399.45|0.0|1.0|2.42|-3.52|0.000528|211.0|1.71|0.0|4.35e-08|1.74e-05|-0.06461|5.7301|3.34|-1313.158118|1128.64|216.37|0.4078199999999999|0.68043|-1312.924353|0.0789|3.9718|-1312.98289|4.8707|34.0|7.4685|7.4685
14u_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|-0.007017844|5.351858133|-0.025360103|0.043321995|0.050530143|0.743634137|-0.385981432|0.010561248|-0.026062012|-0.0569153009999999|2|2|0.010508236|0.091604179|-0.199540201|0.756252127|0.787538583|-0.001778422|-0.094773814|0.845160857|0.909754912|-0.086465795|0.0254134689999999|-36.90928915|-57.75236052|16.97420126|43.06242147|-0.033908155|-38.57404134|50.47632596|0.702868983|-1.729315897|-24.65250654|-22.64798452|53.88349042|3015.478095|607.6448353|-1155.04721|2430.634114|-15.12707504|14.12094979|0.910165272|6913.009783|198.4601847|-771.4808267999999|32.2221994|0.023582305|1643.332169|15.75112771|0.0|1.0|3.59|3.68|0.09|26.0|-7.51|3.42|4.03|1.0|126.78|6.0|-5.63|5.0|-6.47|441.51|0.0|0.0|3.48|-5.02|2.32e-06|0.0010199999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.23|-1744.422541|1214.4|306.82|0.4523|0.6703100000000001|-1744.1781010000002|0.0008|5.9743|-1744.2405670000005|8.1549|6.0|8.2449|8.2449
7_a27|0.0|0|0|0.0|0.0|2|6.842683282|0|0|-0.00601016|4.727387819|-0.050197188|0.049625|-0.133453335|1.280380317|-0.288487667|0.010291744|-0.096754293|-0.056500475|1|1|0.010596392|-0.220626658|-0.323631281|0.6413629129999999|0.801251575|0.147753647|-0.08694032|0.8546689820000001|0.85111414|-0.084531496|0.015099075|-34.09779211|-47.44936449|8.475438874|10.66993367|-0.0300556429999999|-26.6343589|60.73467304|0.763564713|-1.352503929|-19.13983132|-16.87088515|42.57323098|2334.058688|477.7488532|-759.1898319000001|1497.873267|-9.469994277|12.087978|0.875167537|5082.120742|132.7162621|-426.1497425|22.09489892|0.014441323|994.2704516|8.106228264|0.0|1.0|3.24|3.41|0.2|21.0|-6.61|3.32|3.05|0.0|102.36|3.0|-4.06|4.0|-6.26|345.4|0.0|1.0|3.14|-4.28|8.66e-05|0.0299|3.02|0.0|2.43e-07|8.4e-05|-0.04887|4.1205|5.37|-1122.433757|1016.96|300.9|0.61278|0.61278|-1122.249324|0.4179|4.2487|-1122.304359|6.3813|1.0|9.0|9.0
10_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0|-0.010609861|4.727387819|-0.1152010919999999|0.034166667|0.017396832|1.684975382|-0.381954986|-0.008037672|0.018484177|0.043342516|1|1|-0.005959152|0.033279122|-0.0947326669999999|0.8947911009999999|0.743072638|-0.140523767|0.078405316|0.8136572320000001|0.747406318|-0.0989320009999999|0.014615264|-46.64544572|-45.8148076|6.768239856|248.0820067|-0.0359752729999999|-21.21655855|80.37219813|0.7066293240000001|-1.187184014|-21.60122201|-16.65993003|53.41368558|2098.79955|346.1193167|-549.7776912|1361.86525|-7.715112198|8.559361451000001|0.701266803|4600.496436|135.8581743|-254.5987025|23.57661855|0.023470578|778.0284121000001|10.86908195|1.0|1.0|3.02|1.78|0.0|21.0|-6.51|3.79|3.41|0.0|88.28|2.0|-4.3|4.0|-6.44|305.36|0.0|1.0|2.52|-3.84|5.07e-05|0.0155|2.43|0.0|3.06e-07|9.35e-05|-0.06238|5375.0|1.64|-1288.150029|830.63|230.67|0.41894|0.68995|-1288.050987|0.0463|6.7458|-1288.097561|9.3381|7943.0|5.1|5.1
5_a18 (BIBF0775)|0.0|0|0|0.0|0.0|0|7.03438793|2|2|-0.005220163|4.844187086|-0.015946718|0.035478927|-0.0366107389999999|0.0|-0.391512249|0.002526619|0.0002403959999999|-0.022817602|0|0|0.0036739159999999|-0.054916741|-0.216531385|0.7140745620000001|0.7395978390000001|-0.001626287|-0.040022105|0.774859029|0.8432358679999999|-0.078246932|0.008501088|-52.09190866|-59.08151918|6.418873637000001|10.36586529|-0.029755876|-44.61038661|50.25564119|0.8159410579999999|-2.112667176|-39.33277643|-22.46761997|58.5107823|3115.979466|636.6978809999999|-1595.201018|1645.395714|-16.96451322|18.98829281|0.937842434|7221.114573000001|138.97646310000002|-1204.480438|27.535837|0.010831199|1955.044427|8.178259299999999|1.0|1.0|4.42|0.0|0.32|18.0|-9.21|4.09|3.69|1.0|155.95|8.0|-6.07|3.0|-5.96|494.63|0.0|0.0|3.2|-5.72|8.590000000000001e-07|0.000425|4.73|0.0|6.18e-10|3.06e-07|-0.04938|3.2027|8.45|-1572.290174|1446.02|378.13|0.69298|0.69298|-1571.843719|0.4825|2.3389|-1571.914419|2.8009|34.0|7.4685|7.4685
12t_a36|0.0|1|0|3.500121488|0.0|0|7.412764017000001|2|2|-0.00673635|5.351858133|-0.034194893|0.041767677|0.035510516|0.0|-0.404180985|0.003676818|-0.030990165|-0.0288761339999999|1|1|0.0045625|0.059266516|-0.169994208|0.902377067|0.829598864|-0.009662203|-0.050788309|0.878510663|0.8337556420000001|-0.100615514|0.017627553|-48.97252784|-67.01551397|11.7409283|86.12920631|-0.035934112|-44.63604995|0.417511887|0.78316808|-2.012310282|-32.61842026|-23.93411213|60.71345614|2771.211293|555.3275093999999|-1340.3102789999998|2320.375227|-15.94144641|15.36435856|0.930112292|5936.009091|144.422087|-892.7209991000001|30.56063281|0.01547607|1711.395437|10.30792105|0.0|0.0|4.94|0.0|0.21|17.0|-7.36|3.62|2.45|0.0|133.52|6.0|-4.61|4.0|-6.33|409.49|0.0|0.0|2.4|-4.57|2.48e-05|0.0102|3.47|0.0|4.38e-08|1.7899999999999998e-05|-0.05302|3.8844|3.87|-1311.552739|1208.04|319.18|0.69297|0.70313|-1311.287803|0.0155|5.9081|-1311.349439|7.9104|8.0|8.0969|8.0969
16h_a32|0.0|1|1|3.340888605|0.0|0|7.765993078999999|0|0|-0.015656019|5.733341277|-0.098975084|0.039958333|-0.069213021|2.075726759|-0.7828009570000001|-0.0048042729999999|0.061727488|-0.022634676|3|3|-0.002310082|-0.1234671109999999|-0.219947482|0.804503712|0.832040698|-0.003188883|-0.03617945|0.881181048|0.7991915079999999|-0.121464999|0.02096013|-51.56009529|-77.17316899|13.31708433|70.02855767|-0.038765425|-49.03221545|35.90298920000001|0.7359051059999999|-1.821974989|-32.75886858|-24.62973479|64.87717961|2709.44587|507.7688359|-1157.597535|3282.554439|-15.6485794|12.42028916|0.850995852|6151.056721|167.7935207|-735.4832318|33.46862873|0.020432929|1573.02555|12.98212548|0.0|1.0|3.61|3.45|0.26|19.0|-7.0|5.86|4.6|0.0|111.95|7.0|-6.48|5.0|-6.22|413.52|1.0|1.0|3.74|-4.75|3.28e-07|0.000136|3.66|0.0|9.89e-08|4.09e-05|-0.05028|3.6182|4.54|-1955.970762|1130.4|342.67|0.70219|0.70219|-1955.772465|0.2914|3516.0|-1955.832545|4.2275|9.0|8.0655|8.0655
1e_a5|0.0|1|0|2.953259375|0.0|0|6.605297921|0|0|-0.001975193|4.59511985|-0.009075016|0.027873016|-0.080321049|0.0|-0.084933308|0.008031558|-0.1197834419999999|-0.040441176|1|1|0.007357977|-0.133677441|0.0578378779999999|0.71274658|0.771487328|0.045376705|-0.075239398|0.834250802|0.8805795|-0.069725333|0.008587563|-35.30075748|-36.22202792|4.461204261000001|159.537038|-0.0278901329999999|-18.81719677|0.0|0.7473936259999999|-1.115605324|-18.33860051|-14.48881117|39.76196174|2107.092939|457.4574833|-579.5524467|827.4861275000001|-7.526878708|12.39753333|0.932665879|4342.827698|131.2279879|-301.0751483|19.38578369|0.0157106539999999|775.4313476|8.161620868|1.0|1.0|2.83|2.17|0.05|23.0|-8.41|4.99|4.51|0.0|95.45|3.0|-4.25|3.0|-5.77|312.37|0.0|1.0|3.44|-4.45|5.5700000000000005e-05|0.0174|3.43|0.0|3.87e-09|1.21e-06|-0.04186|4746.0|3.17|-990.6006645|935.47|261.24|0.56258|0.51802|-990.471803|0.1355|1916.0|-990.522307|3.0386|191.0|6719.0|6719.0
13_a47|0.0|1|1|2.920663104|0.0|0|6.605297921|0|0|-0.0049262279999999|4.59511985|-0.0777650159999999|0.036632997|-0.047120094|1.5940801480000002|-0.20197533|-0.00105415|0.003874205|0.038682232|1|1|-0.000211465|-0.108780879|-0.0233277889999999|0.6427334020000001|0.794037882|0.030290722|0.065869272|0.8582665429999999|0.781675563|-0.088128939|0.017736598|-41.79730418|-45.39284663|9.13564442|63.12660940000001|-0.032468557|-23.38063458|0.0|0.688261242|-1.23380515|-21.52866736|-16.72368034|50.9329486|2190.316257|402.6200617|-635.4998528|669.2729199|-8.613918003|13.33103985|0.8939678120000001|4542.479565|160.5682509|-327.3288841|24.29844849|0.023284817|923.3410426|11.99338291|1.0|1.0|2.9|1.75|0.06|21.0|-7.9|4.06|4.63|0.0|91.59|3.0|-4.24|4.0|-6.0|319.34|0.0|1.0|3.19|-4.27|5.79e-05|0.0185|3.17|0.0|1.26e-08|4.04e-06|-0.05465|4.0302|2.7|-1067.78457|895.21|307.63|0.67466|0.67466|-1067.665127|0.3382|3.5455|-1067.71601|4.8308|16.0|7.8|7.8
13d_a5 (GW788388)|0.0|1|0|2.945204608|0.0|0|6.605297921|1|1|-0.005668173|4.59511985|-0.009710199|0.027375887|-0.092509033|0.0|-0.33442223|0.002956745|-0.086484275|0.024793388|1|1|0.003668464|-0.14893897|-0.016337128|0.7333482170000001|0.78479342|0.024905619|0.047169811|0.834800344|0.774103723|-0.0844793|0.014571846|-57.42492153|-55.87383979|9.637686167|151.3669372|-0.0291837579999999|-36.95444874|44.69922692|0.669182121|-1.605106706|-37.98032007|-19.30187193|67.0626077|2834.036315|511.985152|-1061.602956|1377.863026|-12.76608229|15.788837|0.954644629|6122.792779|218.7999323|-702.1345259999999|28.84397435|0.022041749|1586.418589|14.57821204|1.0|1.0|3.21|2.74|0.2|23.0|-8.84|4.56|4.11|0.0|121.68|6.0|-4.35|5.0|-6.94|425.48|0.0|1.0|3.11|-4.35|4.429999999999999e-05|0.0189|2.75|0.0|1.45e-09|6.16e-07|-0.05542|4.6091|3.81|-1390.548362|1206.73|269.0|0.42515|0.48848|-1390.294368|0.1549|2.4867|-1390.355751|3355.0|18.0|7.7447|7.7447
16g_a32|0.0|1|1|3.363965155|0.0|0|7.765993078999999|0|0|-0.013775701|5.733341277|-0.0429252429999999|0.03898374|-0.049658216|2.084553994|-0.771439265|-0.002456725|-0.029193403|0.004735761|3|3|-0.00030659|-0.085591073|-0.202656848|0.79965447|0.83902731|-0.026098259|0.008494733|0.8821580379999999|0.8206422409999999|-0.105500574|0.023959586|-57.77542509|-77.75914881|17.659402|90.88837862|-0.033839807|-57.31234426|43.37912747|0.6863323440000001|-1.79350976|-42.58335004|-24.94161377|75.43482709|2833.521937|604.8539801|-1321.90553|3497.469035|-18.38320476|15.58880229|0.65902387|6372.261243999999|231.1885989|-974.3098525|36.34043182|0.02276861|1926.042887|16.78159325|1.0|1.0|3.87|3.42|0.33|19.0|-8.16|6.81|5.38|0.0|121.56|10.0|-7.51|5.0|-5.69|441.57|1.0|1.0|4.37|-5.32|3.08e-08|1.36e-05|4.65|0.0|6.890000000000001e-09|3.04e-06|-0.05|3.6161|5.38|-2034.593036|1245.25|342.86|0.70222|0.70222|-2034.342619|0.2879|3.7346|-2034.408165|4.3204|11.0|7.9586|7.9586
12v_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|-0.006974714|5.351858133|-0.029548782|0.04625323|-0.099831334|0.0|-0.369659818|0.002431329|0.020607357|-0.04950715|1|1|0.001805829|-0.173424818|-0.0857954809999999|0.8149999040000001|0.83236194|-0.029852321|-0.080971844|0.889479916|0.8501212029999999|-0.0971402169999999|0.015823709|-52.18846092|-65.72041011|10.70556236|82.09302037|-0.037666615|-44.46327619|0.0|0.806069067|-1.845664126|-35.30820865|-25.48342433|62.89402328|3001.758432|575.1512171|-1248.687792|2483.120571|-17.2408622|15.56114504|0.917675298|6952.110426|131.2043645|-844.8022477|31.6144427|0.014801518|1549.107692|10.01399667|0.0|0.0|4.62|0.0|0.14|17.0|-7.8|5.11|3.92|0.0|137.3|5.0|-6.58|4.0|-5.52|467.37|0.0|1.0|3.59|-6.04|2.64e-07|0.000123|5.12|0.0|1.58e-08|7.39e-06|-0.0563|3.5507|5.08|-2494.92869|1209.1|349.18|0.68405|0.68405|-2494.739831|0.1601|2.9171|-2494.802821|4105.0|22.0|7.6596|7.6596
15c_a22|0.0|0|0|0.0|0.0|1|6.842683282|0|0|-0.005236206|4.727387819|-0.018518519|0.038137255|-0.026986769|1.568396937|-0.298463715|0.003784292|-0.023927419|0.006275578|1|1|0.004362505|-0.047249795|-0.160566657|0.667111824|0.773044788|-0.096749121|0.010828071|0.8353837409999999|0.8665852140000001|-0.080088202|0.024561528|-48.58045253|-57.66130245|17.68362419|36.22825261|-0.0302219629999999|-41.51455167|78.22334636|0.661775114|-1.60176404|-34.97658951|-21.75898206|66.26407672|3079.491787|623.9175171|-1153.226049|2092.620825|-15.66586856|16.03890406|0.859281634|6882.442370999999|243.5126145|-830.2910335|32.87972244|0.0248073129999999|1742.625289|17.86058304|1.0|1.0|3.49|2.85|0.08|27.0|-9.28|3.9|4.18|0.0|128.77|6.0|-4.86|6.0|-6.96|445.48|0.0|0.0|2.98|-4.62|1.39e-05|0.00618|2.9|0.0|5.269999999999997e-10|2.35e-07|-0.07399|5.7361|4.79|-1460.571156|1241.07|216.15|0.30831|0.69113|-1460.324493|0.0694|7.382000000000001|-1460.387718|9.0393|737.0|6.1325|6.1325
7g_a8|0.0|1|0|3.095238804|0.0|1|7.535296702|1|1|-0.01002363|5.4161004020000005|-0.067360394|0.0448526079999999|-0.030968098|0.0|-0.481134236|-0.00087806|-0.027838247|-0.027717137|1|1|0.0002620309999999|-0.065174707|0.046246982|0.627990269|0.7363841520000001|0.098510683|-0.044866536|0.79995525|0.699376143|-0.1122315669999999|0.031841955|-64.55562181|-67.26263865|19.08352484|144.290464|-0.045912914|-40.31185423|56.75323443|0.806738465|-2.020168201|-38.68948451|-27.51653399|83.63914665|2802.2242920000003|419.1502102|-1210.7274960000002|2079.55195|-16.4912131|14.3346384|0.8889952590000001|6293.364606|115.825531|-725.6133762000001|34.10836993|0.018613449|1500.768277|11.15541466|0.0|0.0|3.29|3.32|0.04|23.0|-7.91|4.94|4.66|0.0|108.0|3.0|-5.78|5.0|-5.63|399.37|0.0|1.0|4.14|-5.44|1.67e-06|0.000667|4.38|0.0|1.23e-08|4.92e-06|-0.06621|3.7874|6.26|-1374.4533210000002|1053.9|327.36|0.62073|0.62073|-1374.291597|0.5165|10.1546|-1374.3479960000002|12.9547|21.03|4.6772|4.6772
19g_a38|0.0|1|0|3.229090845|0.0|0|7.412764017000001|2|2|-0.008497058|5.351858133|-0.117921811|0.042419753|-0.037579797|0.0|-0.458841138|-0.006877664|-0.009881824|-0.046735135|1|1|-0.004358975|-0.096139701|-0.250781298|0.653741315|0.836170906|-0.063110203|-0.076414544|0.892249657|0.7200062690000001|-0.114243258|0.022953686|-54.62049927|-72.29378538|14.52522351|137.56612280000002|-0.038842708|-45.74791999|18.41027014|0.719941993|-1.942135378|-34.56416368|-24.57988703|69.14572278|2897.384301|455.6240763999999|-1228.994351|2506.378649|-15.5542928|11.62016299|0.836356715|6631.17356|177.2223055|-777.7146399000001|34.14148263|0.0228937029999999|1707.074131|14.48726605|1.0|1.0|4.82|2.52|0.14|17.0|-7.12|3.55|3.11|0.0|125.65|5.0|-4.25|5.0|-6.81|419.43|0.0|1.0|2.97|-4.33|5.68e-05|0.0238|2.88|0.0|7.599999999999999e-08|3.19e-05|-0.05479|5.2766|3.66|-1431.386981|1104.29|234.97|0.3937|0.69982|-1431.186566|0.0962|5.0677|-1431.244906|6.1765|42.0|7.3778|7.3778
