molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|n6HRing|MATS7i|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Zero Point Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
19_a31|0.0|0|0|0.0|0|0|0|0.61013725|0.062492295|-0.01001901|0|-0.044625452|-0.46087445|-0.081641954|2|-0.0038998559999999|-0.095997335|-0.081398052|-0.1751017789999999|-0.615878515|0|0.8558149140000001|0.019858798|-0.138769819|0.6427749970000001|0|0.7312647940000001|0.279690511|0.014675044|-53.25742146|-66.3863707|8.596058678|0.268735206|-0.036060715|-38.88650245|67.42915967|0.776211804|-1.586671445|75.31824576|61.85348014|0.446100738|-12.37297805|0.223788196|7.0760696020000005|0.805382437|131.0862475|-544.4110343|27.21285095|0.0152483439999999|1197.365442|1.0|1.0|2.0|0.28|16.0|-7.39|5.8|1.0|0.0|97.25|0.0|7.0|-4.67|25.0|4.0|0.0|0.0|1.0|3.47|-3.92|2.14e-05|0.0076799999999999|0.0|4.08e-08|1.46e-05|5.24|3.9477|-1489.4951640000002|1028.58|314.06|0.3205|-1489.323855|-1489.382077|2.4209|1.8|5.7447
11_a27|0.0|0|0|0.0|0|1|2|1.1606177359999998|0.100091619|-0.0067474069999999|2|-0.080272515|-0.344117757|-0.027287578|0|0.005111147|-0.1299181459999999|-0.041662169|-0.067428705|-0.488734846|2|0.814843016|-0.0357410779999999|-0.043616687|0.7146215429999999|1|0.7645505|0.349764196|0.016171515|-42.27430065|-50.15555389|8.553922917000001|0.2354494999999999|-0.034296948|-26.52978026|72.60399149|0.8088958709999999|-1.611956546|56.8702158|50.82822357|0.4528656239999999|-9.595877966|0.1911041289999999|5.231762955|0.82770457|101.0845293|-451.0062644|22.42732497|0.012694323|1054.084273|1.0|0.0|1.0|0.35|16.0|-6.09|2.72|0.0|0.0|106.33|0.0|2.0|-3.68|26.0|4.0|0.0|1.0|0.0|2.04|-4.02|0.000207|0.0716|0.0|8.2e-07|0.000283|4.54|2.4836|-1122.433411|974.29|499.21|0.3492|-1122.190727|-1122.242519|4.2894|5.0|8301.0
12ap_a36|0.0|0|0|0.0|0|2|2|1.2970441659999998|-0.06398791|-0.007719624|2|0.066185994|-0.424579308|-0.042675894|1|0.001194592|0.117738331|-0.098598933|-0.175397741|-0.436880644|1|0.832758813|-0.025198947|-0.074596774|0.8212311840000001|0|0.830587483|0.27547717|0.0217479329999999|-54.21070432|-69.6632787|14.26936622|0.1694125169999999|-0.037473093|-45.7078307|0.0|0.737851886|-1.91112774|83.16347311|68.48007054|0.464588|-16.13217554|0.262148114|8.766216204|0.86772056|172.00197649999998|-822.7409526|33.32245946|0.020575639|1699.445432|1.0|0.0|2.0|0.13|17.0|-6.66|2.75|1.0|0.0|128.47|0.0|5.0|-3.99|31.0|5.0|0.0|0.0|0.0|1.66|-3.95|0.000101|0.0412|0.0|2.21e-07|8.97e-05|2.98|3.8801|-1325.159466|1160.79|319.54|0.8819|-1324.95298|-1325.0127220000002|9.6512|32.0|7.4949
17_a4|0.0|0|0|-4.533317957|1|1|1|1.219995452|-0.188642713|-0.006491052|1|-0.01849014|-0.25315101|-0.094767116|1|0.002155864|-0.073733221|-0.0179434139999999|-0.07155304|-0.392770755|1|0.772721853|0.0147116789999999|-0.12969185|0.484393047|0|0.888791225|0.332034943|0.01061251|-45.75108579|-46.06264282|5.472562628|0.111208775|-0.042181562|-23.75316417|0.0|0.861696586|-1.5185362180000002|52.67753395|51.22364842|0.4440629029999999|-11.21677197|0.138303414|5.923504372999999|0.798764653|71.31904507|-403.8037909|25.24299609|0.012827738|908.7478594|1.0|0.0|0.0|0.11|17.0|-6.56|4.59|1.0|0.0|85.09|0.0|3.0|-4.36|25.0|6.0|1.0|0.0|1.0|4.29|-4.81|4.39e-05|0.0152|0.0|2.74e-07|9.44e-05|4.44|4.3363|-1255.968357|873.5|285.92|0.2045|-1255.881628|-1255.932407|6.3221|877.0|6057.0
12u_a30|0.0|0|0|0.0|0|2|2|0.604983445|0.028039604|-0.006935447|2|-0.091507428|-0.367578706|-0.0646674999999999|1|0.001805829|-0.15896471|-0.0493878409999999|-0.0857954809999999|-0.467189145|1|0.83236194|-0.055829439|-0.105767484|0.711738503|0|0.84944095|0.477056017|0.015562896|-51.83732031|-65.55148142|10.42404292|0.15055905|-0.03794847|-43.90644499|0.0|0.810462868|-1.859475018|75.26051582|62.26136323|0.443167712|-17.02494806|0.189537132|7.804487592999999|0.7958728709999999|126.9521524|-834.2224549|31.36222814|0.014495402|1536.749179|1.0|1.0|1.0|0.14|17.0|-7.8|5.11|2.0|0.0|137.3|0.0|5.0|-6.58|31.0|4.0|0.0|0.0|1.0|3.59|-6.04|2.64e-07|0.000123|0.0|1.58e-08|7.39e-06|5.08|3.5003|-2494.927579|1202.06|354.21|0.1502|-2494.736802|-2494.7995530000003|7.0553|34.0|7.4647
15d_a10|0.0|0|0|0.0|1|2|2|1.343850133|-0.233802395|-0.002831383|3|-0.059217023|-0.184039927|0.007032164|1|0.011249462|-0.092884337|-0.1786649189999999|-0.280243276|-0.1945202089999999|2|0.745184875|0.02497303|0.0131101969999999|0.71456262|1|0.87609771|0.565801561|0.02281891|-38.80896881|-47.58559595|15.37766538|0.12390229|-0.018829931|-32.06793721|141.0919598|0.471900166|-1.129795872|66.95020436|54.18663419|0.473858537|-8.551449923|0.5280998339999999|8.429169102000001|0.900629528|355.8865234|-513.0869954|26.89020509|0.028735133|1613.412305|0.0|1.0|0.0|0.35|21.0|-7.82|4.14|1.0|0.0|131.43|0.0|6.0|-3.78|33.0|6.0|0.0|1.0|0.0|3.18|-4.38|0.000167|0.0739|0.0|1.5e-08|6.62e-06|2.05|3.8591|-1431.051425|1266.87|321.28|312.0|-1430.733658|-1430.795367|3.8163|69.0|7.1612
12z_a30|0.0|0|0|0.0|0|2|2|0.604983642|-0.1155022219999999|-0.008819424|2|0.034848862|-0.537984876|-0.045463448|1|0.005111479|0.05890953|-0.12254489|-0.207153446|-0.39205163|1|0.809127478|-0.02232319|-0.077335468|0.794193541|0|0.832920077|0.315493739|0.030875938|-49.68145417|-74.96232552|21.47520633|0.167079923|-0.034034824|-52.13870496|0.0|0.630839856|-1.939984979|95.20867045|71.1566605|0.48740649|-16.464854199999998|0.3691601439999999|8.071510779|0.950863559|256.7627363|-938.4966892|37.52507564|0.029109145|2138.929312|1.0|1.0|1.0|0.21|17.0|-6.83|3.94|2.0|0.0|140.26|0.0|7.0|-5.61|33.0|6.0|0.0|0.0|0.0|2.52|-5.0|2.47e-06|0.00113|0.0|1.47e-07|6.720000000000001e-05|3.34|3.4438|-1804.785911|1266.9|360.02|0.1855|-1804.51674|-1804.581882|7.2113|44.0|7.3615
12k_a36|0.0|0|0|0.0|0|2|2|1.297043952|-0.076124222|-0.0071232019999999|2|0.096315593|-0.413145744|-0.058284869|1|0.003724542|0.163804836|-0.095253274|-0.1619981409999999|-0.4373676689999999|1|0.811903388|-0.09344781|-0.102077284|0.856135378|0|0.8427704640000001|0.367754573|0.018067063|-49.87227128|-67.14870046|11.90012613|0.157229536|-0.037758075|-44.22843899|0.0|0.7806817009999999|-2.038936068|78.24529096|61.7723974|0.478908312|-16.38090333|0.219318299|7.241602627000001|0.919048073|144.457092|-884.5687799000001|31.85663123|0.016847116|1720.258086|1.0|0.0|2.0|0.12|17.0|-7.01|3.62|1.0|0.0|133.84|0.0|6.0|-4.58|31.0|4.0|0.0|1.0|0.0|2.37|-4.55|2.6e-05|0.0106|0.0|9.66e-08|3.94e-05|3.83|3.6631|-1310.312649|1186.08|338.46|0.3116|-1310.072976|-1310.134752|7.3988|14.0|7.8539
12a_a40|0.0|0|0|0.0|1|0|0|0.604990853|0.021610099|-0.00431394|0|0.17758258|-0.14667395|-0.226763788|2|0.007890601|0.298197213|0.018655637|0.031326603|-0.4764003679999999|0|0.718281767|0.023863832|-0.375724138|0.525051106|1|0.940879765|0.000279043|0.011766311|-32.81611621|-38.17175304|6.001293955|0.059120235|-0.033799|-19.46913691|49.24750281|0.85136964|-1.047769006|43.65970865|38.81741016|0.476055146|-8.792513441|0.14863036|7.563170499|0.908597808|75.8074911|-272.5679167|20.24838026|0.010759845|627.699788|1.0|1.0|0.0|0.0|20.0|-7.21|5.33|1.0|0.0|91.76|0.0|2.0|-6.41|22.0|2.0|0.0|1.0|1.0|4.78|-5.95|3.86e-07|0.000134|1.0|6.15e-08|2.13e-05|5.01|3.0966|-2097.8163050000003|875.15|400.39|0.3701|-2097.7296100000003|-2097.779499|3.8054|1778.0|5.7501
12bd_a36|0.0|0|0|0.0|0|2|2|1.297043358|-0.051990612|-0.006695407|2|0.025649557|-0.4017244129999999|-0.0288761339999999|1|0.0045625|0.042808724|-0.101854847|-0.169994208|-0.436345273|1|0.78699829|-0.011529973|-0.047786573|0.857993338|0|0.832478093|0.279020022|0.0177487689999999|-46.92083391|-65.65179884|11.7156452|0.167521907|-0.035521445|-43.33557909|0.0|0.78244124|-1.989200921|75.7932235|58.63647911|0.475272043|-15.47699253|0.21755876|8.050812711|0.905749421|143.6066496|-866.7115819|29.96655829|0.015363883|1678.127264|1.0|0.0|2.0|0.21|17.0|-7.34|3.76|1.0|0.0|133.68|0.0|5.0|-4.54|31.0|4.0|0.0|1.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|0.0|4.55e-08|1.86e-05|3.79|3544.0|-1311.560669|1200.23|349.84|0.4467|-1311.291779|-1311.352257|7.6908|17.0|7.7696
4n_a46|0.0|0|0|0.126268818|1|1|1|1.13463699|-0.061148449|-0.004696854|0|-0.2264394139999999|-0.234842682|-0.064683066|1|0.0042595609999999|-0.349865095|0.070558373|0.109017734|-0.369211845|0|0.722331115|-0.06655165|-0.088858764|0.7427183759999999|0|0.903145407|0.371438024|0.008424451|-56.80797266|-47.16810275|4.629240193|0.096854593|-0.031047837|-25.91889741|0.0|0.863203663|-1.459248362|51.4039205|61.43721285|0.428896538|-9.374920341|0.136796337|5.666371466|0.750996215|75.1696593|-440.621256|19.76451658|0.0077084869999999|928.9322794|1.0|1.0|1.0|0.27|17.0|-6.67|4.33|1.0|0.0|102.92|0.0|2.0|-5.43|26.0|3.0|0.0|1.0|1.0|3.9|-5.1|3.75e-06|0.00129|0.0|2.14e-07|7.340000000000001e-05|4.57|3953.0|-1090.302556|1011.66|313.65|253.0|-1090.098769|-1090.151267|8773.0|5194.0|5.2845
12ab_a36|0.0|0|0|0.0|0|2|2|1.297042596|-0.064515677|-0.007034881|2|0.035377607|-0.408023082|-0.029080933|1|0.002112069|0.0618552579999999|-0.096853381|-0.169341326|-0.4186639029999999|1|0.831136366|-0.0852411419999999|-0.051707317|0.8196353679999999|0|0.8410557559999999|0.452078227|0.024102201|-54.63243106|-65.54680623|16.62527454|0.158944244|-0.033434841|-45.21303385|15.55386871|0.679025324|-1.805481415|82.3666474|71.2577056|0.484987413|-15.90828969|0.320974676|7.821826146|0.941700118|221.4026852|-859.0476432|33.96451406|0.024384271|1834.083759|1.0|0.0|2.0|0.17|17.0|-7.05|3.14|1.0|0.0|133.27|0.0|6.0|-3.92|32.0|5.0|0.0|0.0|0.0|1.8|-3.91|0.0001199999999999|0.0503|0.0|8.95e-08|3.76e-05|3.23|3.8845|-1364.468283|1201.64|319.17|0.4451|-1364.236757|-1364.300531|5.3228|11.0|7.9586
1a_a18 (SB-431542)|0.0|0|0|0.0|0|1|1|1.430935835|0.043282217|-0.015636898|1|0.1008839219999999|-0.766207981|-0.0492229479999999|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.7462411859999999|-0.08530265|-0.083341531|0.795744863|0|0.5940412860000001|0.210046675|0.033020439|-74.98172333|-72.69619778|19.58668728|0.405958714|-0.0462988229999999|-43.12110169|105.3125675|0.7531996609999999|-2.083447046|87.15852628|94.56841061|0.472443977|-16.29019397|0.2468003389999999|7.52384981|0.895533283|146.3942108|-733.0587287000001|36.46179023|0.02438148|1640.78056|1.0|1.0|2.0|0.05|23.0|-7.69|4.04|1.0|0.0|106.85|0.0|4.0|-4.52|29.0|5.0|0.0|0.0|1.0|2.85|-4.25|3.03e-05|0.0116|0.0|2.03e-08|7.81e-06|4.57|3295.0|-1292.553086|1048.7|376.27|0.5767|-1292.358966|-1292.414518|8.8609|125.0|6.9031
13a_a5|0.0|0|0|0.0|0|0|0|1.393002748|-0.154076582|-0.006081807|2|-0.007871499|-0.328417593|-0.025324157|1|0.003196482|-0.012798693|-0.035005746|-0.0569177229999999|-0.367284642|2|0.8045357209999999|-0.048584084|-0.048575318|0.720100768|0|0.7667501609999999|0.470564031|0.016739606|-57.31787843|-54.03141848|10.77696869|0.233249839|-0.0279752339999999|-34.78546088|39.93934134|0.598791539|-1.426736914|72.13276165|68.09484712|0.460877309|-11.59515363|0.401208461|8.571729592999999|0.854865353|258.29825730000005|-591.3528349999999|30.07803494|0.02811638|1533.979782|1.0|1.0|2.0|0.13|23.0|-8.9|4.39|2.0|0.0|114.18|0.0|8.0|-3.77|30.0|5.0|0.0|0.0|1.0|2.71|-3.74|0.000169|0.0675|0.0|1.26e-09|5.02e-07|3.81|4.2107|-1313.126035|1160.81|294.45|0.5953|-1312.907813|-1312.968936|4.1671|91.0|7041.0
47l_a18|0.0|0|0|0.0|0|1|1|1.251176792|0.0340353029999999|-0.006400878|0|-0.0057783619999999|-0.428858819|-0.056270425|0|0.000787517|-0.008768679|-0.103458566|-0.156998637|-0.4925232479999999|0|0.7435044540000001|0.00676294|-0.0973326269999999|0.733228144|0|0.803473313|0.2820044969999999|0.009199889|-57.15119372|-59.6654726|6.543729374|0.196526687|-0.031456589|-42.43906517|51.44279524|0.796109347|-2.0132216990000003|68.83398609|63.6949231|0.4897655489999999|-15.91464944|0.203890653|9.423637134|0.959883341|145.02405359999997|-1018.537564|28.10487315|0.012890098|1798.711882|1.0|0.0|3.0|0.25|18.0|-9.37|3.69|3.0|1.0|139.63|0.0|9.0|-5.26|34.0|3.0|0.0|0.0|0.0|2.72|-4.84|5.44e-06|0.00247|0.0|4.26e-10|1.93e-07|7.71|3.2026|-1455.5497369999998|1334.6|387.13|0.5019|-1455.165122|-1455.233431|3.3864|32.0|7.4949
12c_a31|0.0|0|0|0.0|0|1|1|0.6101358029999999|0.046986783|-0.013026643|0|-0.030192572|-0.690412101|-0.056866055|2|-0.000813398|-0.048694677|-0.138799714|-0.223856622|-0.54466023|0|0.842823186|0.066071056|-0.098452311|0.770283733|0|0.665463503|0.343619017|0.030543026|-66.41224264|-82.33748068|19.38414321|0.334536497|-0.036326291|-52.25551342|553.8695417|0.6817087|-1.816314565|97.28775086|85.79638585|0.448512808|-14.63154376|0.3182913|8.091269314|0.813278739|202.0036947|-731.5771879|33.81868912|0.023556702|1690.934456|1.0|1.0|2.0|0.35|16.0|-7.24|5.64|2.0|0.0|108.16|0.0|8.0|-5.23|28.0|5.0|0.0|0.0|1.0|3.32|-4.16|5.85e-06|0.00233|0.0|5.79e-08|2.31e-05|4.6|3.8328|-1618.112841|1138.89|323.48|0.2625|-1617.888981|-1617.951882|2.2908|0.38|6.4202
16f_a32|0.0|1|1|0.0|0|0|0|0.609420741|0.1767304639999999|-0.014558301|0|0.008658653|-0.77158995|-0.000291262|3|-0.001202032|0.0151704889999999|-0.120440534|-0.211019184|-0.697693907|0|0.852938445|0.085125293|-0.000510986|0.761506727|1|0.8072754790000001|0.522247991|0.024434011|-56.53102601|-76.92280867|16.90955989|0.192724521|-0.035568666|-53.23443736|47.24868477|0.69473708|-1.778433296|92.82839829|73.4405859|0.384656622|-17.03501995|0.30526292|8.79158776|0.625108901|211.2572338|-851.7509977|35.43109972|0.022983292|1771.554986|1.0|1.0|2.0|0.3|19.0|-7.77|6.42|3.0|0.0|116.75|1.0|9.0|-6.95|29.0|5.0|1.0|0.0|1.0|4.05|-4.97|1.12e-07|4.79e-05|0.0|1.7e-08|7.26e-06|4.99|3.6272|-1995.278839|1191.55|341.82|0.2931|-1995.054457|-1995.117771|4.2764|9.0|8041.0
12_a1|0.0|0|0|0.0|0|1|1|1.430936075|-0.0455890429999999|-0.011221829|1|0.076867966|-0.516204114|-0.051772288|1|-0.001416381|0.127560614|-0.104622651|-0.173618873|-0.487073772|1|0.749817035|-0.045776997|-0.093957115|0.7534284040000001|0|0.765121385|0.210514881|0.033770552|-55.99493147|-60.78517756|19.60151089|0.234878615|-0.039894864|-35.28166588|477.1158679|0.724666653|-1.675584287|74.99749378|75.59644237|0.46449367|-13.44063462|0.275333347|7.679719277999999|0.867391557|159.81230209999998|-564.5066541|31.95435864|0.024485753|1342.083063|1.0|1.0|1.0|0.05|23.0|-8.2|4.87|2.0|0.0|103.47|0.0|3.0|-4.98|28.0|5.0|0.0|0.0|1.0|3.44|-4.75|1.04e-05|0.00379|0.0|6.28e-09|2.3e-06|3.67|3.1744|-1216.099134|1018.84|390.57|0.5867|-1215.922313|-1215.975876|10.1801|2.95|5.5302
12n_a30|0.0|0|0|0.0|0|2|2|0.604984682|0.0304762079999999|-0.007311044|2|-0.1144447669999999|-0.387485343|-0.087019298|1|0.002064369|-0.254279374|-0.0541804029999999|-0.120380857|-0.464204099|1|0.815003426|-0.015189554|-0.149451598|0.64876559|0|0.7781502140000001|0.390449649|0.017064818|-52.4873066|-66.48079820000001|10.77573511|0.221849786|-0.038674741|-41.97990569|0.0|0.799403208|-1.895062322|76.16725916|63.2630417|0.4701566479999999|-15.42118984|0.200596792|7.385790169|0.887350282|126.6686716|-755.6383024|30.54968688|0.0153398069999999|1496.934657|1.0|1.0|1.0|0.14|17.0|-6.9|4.25|2.0|0.0|127.24|0.0|5.0|-5.39|30.0|5.0|0.0|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|0.0|1.26e-07|5.260000000000001e-05|4.07|3.4859|-1674.978015|1131.65|355.67|0.1826|-1674.777231|-1674.83759|6.32|0.01|7983.0
14o_a23|0.0|1|1|-4.758526534|2|0|0|1.197958066|0.18835477|-0.014680137|2|0.135737344|-0.807407518|-0.049105045|2|-0.0004039459999999|0.416392114|-0.0962526|-0.2952674819999999|-0.653629157|2|0.802854174|0.000891427|-0.072078004|0.575188253|1|0.904077943|0.328340215|0.018054548|-51.49843925|-66.92857564|12.835973699999998|0.0959220569999999|-0.042454824|-47.58321438|0.8929505459999999|0.800301554|-2.165196042|80.64694246|64.33441296|0.48945652|-21.45909668|0.199698446|9.016411722|0.958697036|141.97663490000002|-1094.413931|37.71512766|0.019295686|1923.471511|0.0|1.0|1.0|0.09|26.0|-7.95|3.97|2.0|1.0|126.97|0.0|7.0|-6.89|35.0|8.0|1.0|0.0|0.0|4.31|-6.0|1.29e-07|6.38e-05|0.0|1.12e-08|5.57e-06|5.17|3.6989|-2042.161288|1236.72|335.19|385.0|-2041.934645|-2042.000938|8.3591|3.0|8.4815
37_a18|0.0|0|0|0.0|0|2|2|1.251176176|-0.0013530679999999|-0.005351023|1|-0.018268775|-0.385273662|-0.011713125|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.224171123|-0.44541772|0|0.725028151|0.020848396|-0.020149364|0.699483099|0|0.831783747|0.385121249|0.009098426|-50.09028298|-54.7389628|6.653112344|0.168216253|-0.0286221589999999|-40.02719655|60.1335413|0.7648766029999999|-1.946306811|65.15554136|56.74339533|0.488368082|-15.30451633|0.2351233969999999|9.460456975|0.954530133|171.9311063|-1040.70711|27.36337253|0.0142451319999999|1860.709332|0.0|0.0|2.0|0.3|18.0|-8.82|3.68|2.0|1.0|151.14|0.0|7.0|-5.68|36.0|3.0|0.0|1.0|0.0|2.93|-5.47|2.08e-06|0.000999|0.0|1.51e-09|7.27e-07|8.11|3.2127|-1532.974371|1395.35|385.91|499.0|-1532.553949|-1532.622404|3.0375|35.0|7.4559
19a_a22|0.0|0|0|0.0|1|0|0|1.422917238|-0.000989685|-0.009145283|2|-0.020553065|-0.548716971|0.016501913|1|-0.001355145|-0.03516233|-0.035723406|-0.0611158559999999|-0.496053375|2|0.777600172|-0.155892259|0.0271939039999999|0.699744887|1|0.744354735|0.51561501|0.024839714|-67.26339083|-69.91748544|18.53458775|0.255645265|-0.035138299|-52.17015658|106.645364|0.684706189|-1.967744721|89.23486638|85.79797858|0.4347718229999999|-19.56380872|0.315293811|8.648671382|0.76919701|235.2620007|-1095.573288|38.29242013|0.025888799|2144.375527|1.0|1.0|2.0|0.08|27.0|-8.76|3.08|1.0|0.0|132.15|0.0|7.0|-4.38|35.0|6.0|0.0|0.0|0.0|2.36|-4.11|4.16e-05|0.0193|0.0|1.73e-09|8e-07|5.69|3.5809|-1537.0241640000002|1277.14|346.24|0.2218|-1536.756515|-1536.823574|6.5658|48.0|7.3188
20a_a10|0.0|0|0|0.0|1|1|1|1.343837243|-0.0774974029999999|-0.0034618129999999|2|-0.035536682|-0.197323337|0.011011878|1|0.008297595|-0.058994157|-0.049146504|-0.081587712|-0.281099208|2|0.755429696|0.036092601|0.019448804|0.63495222|1|0.913681336|0.591835899|0.013618456|-43.19189039|-47.37850712|8.860330345|0.086318664|-0.028008251|-30.82502228|47.01787447|0.733451892|-1.456429076|58.1398225|52.05222074|0.452402751|-11.8557778|0.266548108|8.419180593|0.826159649|173.41938059999998|-616.5004457|24.84485067|0.016540298|1291.932235|1.0|1.0|0.0|0.11|27.0|-9.44|5.06|2.0|0.0|126.35|0.0|4.0|-5.68|33.0|5.0|0.0|0.0|1.0|4.27|-5.59|2.07e-06|0.000888|0.0|3.61e-10|1.55e-07|3.98|3.8312|-1389.1321289999998|1200.92|323.62|0.2738|-1388.897416|-1388.957848|3.2116|1.2|5.9208
9d_a40|0.0|0|0|0.0|1|0|0|0.604992329|0.007834411|-0.003961493|0|0.153818743|-0.146575228|-0.137738587|2|0.010101686|0.259969752|0.0116099239999999|0.019621984|-0.4887998529999999|0|0.7572844040000001|-0.3969541689999999|-0.223631751|0.55759121|1|0.941627612|0.002088915|0.010749826|-31.08478865|-36.92750973|5.539796446|0.058372388|-0.031613312|-19.03015798|50.47044708|0.8664205709999999|-1.074852592|41.42218692|36.6245851|0.467275972|-8.395657932|0.133579429|8.023385851|0.87714454|68.83858806|-285.4523697|18.80327978|0.0087217999999999|639.3115126|1.0|1.0|0.0|0.06|20.0|-7.0|5.2|1.0|0.0|91.71|0.0|2.0|-6.13|22.0|2.0|0.0|1.0|1.0|4.63|-5.65|7.37e-07|0.0002399999999999|0.0|1.01e-07|3.3e-05|4.7|3.3464|-1677.540538|892.69|370.51|0.4888|-1677.429981|-1677.48058|7.9502|107.0|6.9706
14a_a5|0.0|0|0|0.0|0|1|1|1.226142247|-0.056730193|-0.0053665219999999|3|-0.132625457|-0.316624785|0.024793388|1|0.003668464|-0.213526163|-0.010147323|-0.016337128|-0.36152442|2|0.79661948|0.144729708|0.047169811|0.71006207|0|0.7909255559999999|0.4398855029999999|0.0173669719999999|-54.69145586|-53.20786056|11.74431806|0.209074444|-0.0271808479999999|-35.98151967|55.04914434|0.629783335|-1.494946644|69.71575554|66.43577392|0.470085022|-12.42997952|0.370216665|8.424031251|0.88709518|250.3569601|-683.6488737000001|29.18606491|0.024411136|1605.23357|0.0|1.0|2.0|0.2|23.0|-8.84|4.56|1.0|0.0|123.0|0.0|6.0|-4.15|32.0|5.0|0.0|0.0|1.0|3.05|-4.22|7.15e-05|0.0304|0.0|1.45e-09|6.16e-07|4.3|4.1501|-1390.546425|1195.01|298.75|0.5853|-1390.29207|-1390.352729|2.8163|112.0|6.9508
12ac_a36|0.0|0|0|0.0|0|2|2|1.297043188|-0.050997272|-0.007639626|2|0.03586247|-0.450737917|-0.0121300989999999|1|0.0018565629999999|0.060445359|-0.098698552|-0.166354116|-0.433636165|1|0.811459853|0.135371136|-0.020272679|0.770400825|0|0.779673368|0.4712820929999999|0.021508835|-55.68500110000001|-72.4798052|14.93372351|0.220326632|-0.036062573|-50.32319912|20.70356046|0.7316461470000001|-1.98344149|86.51036063|70.61872461|0.44477577|-17.38437788|0.268353853|8.126831024|0.801074136|186.3198219|-956.1407834|34.22211444|0.020208014|1882.216294|1.0|0.0|2.0|0.17|17.0|-6.89|3.16|1.0|0.0|133.95|0.0|6.0|-3.81|32.0|5.0|0.0|0.0|0.0|1.84|-3.95|0.000154|0.0653|0.0|1.29e-07|5.4600000000000006e-05|4.84|3.8594|-1385.566143|1200.61|321.25|0.3302|-1385.3211789999998|-1385.382927|5.4387|13.0|7.8861
34_a47|0.0|1|1|0.0|1|0|0|1.40499556|-0.210257395|-0.004157676|3|-0.094313757|-0.191253079|0.078153957|1|0.0047106|-0.208989427|-0.1430639269999999|-0.317014709|-0.2829549719999999|3|0.833786184|0.046668352|0.128336294|0.609110565|1|0.8260556609999999|0.437215023|0.019723558|-34.3104683|-49.91779281|10.92238452|0.1739443389999999|-0.029348287|-27.64315244|0.0|0.653993216|-1.261976347|62.66739933|45.23285281|0.45489212|-9.000096143|0.346006784|7.066583143|0.834499257|191.6093987|-387.0041342|24.85087647|0.023023142|1068.587688|1.0|1.0|1.0|0.16|21.0|-7.47|3.34|0.0|0.0|99.09|0.0|4.0|-3.57|26.0|5.0|0.0|1.0|1.0|3.02|-3.9|0.000267|0.0929|0.0|3.36e-08|1.17e-05|2.41|3.8892|-1162.450678|980.02|318.79|0.2309|-1162.283641|-1162.33788|6.2235|2.0|8.7
12m_a36|0.0|0|0|0.0|0|2|2|1.297043522|0.013543656|-0.011502861|2|0.14264424|-0.667165917|-0.038386106|1|-0.004569485|0.245908938|-0.052743904|-0.090926893|-0.52644768|1|0.825587924|-0.075712087|-0.064035403|0.849217847|0|0.711961428|0.4493096629999999|0.022725561|-67.27772044|-81.19927925|15.24099981|0.288038572|-0.04260035|-54.45666327|107.233999|0.7471181240000001|-2.300418875|96.11918789|82.51872026|0.465323422|-19.16067782|0.252881876|7.312794835|0.8702895190000001|169.596372|-1034.676602|38.24042793|0.0222467879999999|2064.983108|0.0|0.0|3.0|0.13|17.0|-6.14|1.92|1.0|0.0|131.85|0.0|6.0|-4.1|32.0|5.0|0.0|0.0|0.0|1.26|-3.8|7.96e-05|0.0338|0.0|7.19e-07|0.000305|3.88|3.8658|-1401.6158890000002|1177.15|320.72|0.4718|-1401.385923|-1401.446557|9.1003|0.03|7.5229
